Airline,Confirmed,CreationDate,Date,Destination,FlightNumber,Scheduled,Type,Scenario
Icelandair,07:24,2021-07-24,2021-05-30,Munchen,FI532,07:20,Departure,Actual
Icelandair,07:31,2021-07-24,2021-05-30,Frankfurt,FI520,07:25,Departure,Actual
Icelandair,07:34,2021-07-24,2021-05-30,Stokkhólmur,FI306,07:35,Departure,Actual
Icelandair,Aflýst,2021-07-24,2021-05-30,Amsterdam,FI500,07:40,Departure,Actual
Icelandair,07:40,2021-07-24,2021-05-30,París CDG,FI542,07:40,Departure,Actual
Icelandair,07:35,2021-07-24,2021-05-30,London Heathrow,FI450,07:40,Departure,Actual
Icelandair,07:38,2021-07-24,2021-05-30,Kaupmannahöfn,FI204,07:45,Departure,Actual
Icelandair,07:53,2021-07-24,2021-05-30,Osló,FI318,07:50,Departure,Actual
Delta,09:29,2021-07-24,2021-05-30,Minneapolis St Paul,DL261,09:30,Departure,Actual
Delta,10:12,2021-07-24,2021-05-30,Boston,DL267,10:15,Departure,Actual
Delta,11:23,2021-07-24,2021-05-30,New York JFK,DL247,11:15,Departure,Actual
Air Baltic,15:13,2021-07-24,2021-05-30,Riga,BT170,15:10,Departure,Actual
Icelandair,17:24,2021-07-24,2021-05-30,Denver,FI671,16:55,Departure,Actual
Icelandair,17:15,2021-07-24,2021-05-30,New York JFK,FI615,17:00,Departure,Actual
Icelandair,17:36,2021-07-24,2021-05-30,Seattle,FI681,17:05,Departure,Actual
Icelandair,17:35,2021-07-24,2021-05-30,Boston,FI631,17:15,Departure,Actual
Wizz Air,02:13,2021-07-24,2021-05-29,Varsjá,W61540,00:05,Departure,Actual
Lufthansa,00:59,2021-07-24,2021-05-29,Frankfurt,LH869,00:25,Departure,Actual
Icelandair,07:31,2021-07-24,2021-05-29,Amsterdam,FI500,07:40,Departure,Actual
Icelandair,07:47,2021-07-24,2021-05-29,Berlin Brandenburg,FI528,07:40,Departure,Actual
Icelandair,07:48,2021-07-24,2021-05-29,London Heathrow,FI450,07:40,Departure,Actual
Icelandair,07:38,2021-07-24,2021-05-29,Kaupmannahöfn,FI204,07:45,Departure,Actual
Icelandair,08:34,2021-07-24,2021-05-29,Tenerife South,FI580,08:40,Departure,Actual
Delta,10:14,2021-07-24,2021-05-29,Minneapolis St Paul,DL261,09:30,Departure,Actual
Delta,12:00,2021-07-24,2021-05-29,Boston,DL267,10:15,Departure,Actual
Delta,Aflýst,2021-07-24,2021-05-29,New York JFK,DL247,11:15,Departure,Actual
Lufthansa,13:18,2021-07-24,2021-05-29,Frankfurt,LH857,13:35,Departure,Actual
Icelandair,17:05,2021-07-24,2021-05-29,New York JFK,FI615,17:00,Departure,Actual
Icelandair,17:10,2021-07-24,2021-05-29,Boston,FI631,17:15,Departure,Actual
Wizz Air,20:30,2021-07-24,2021-05-29,Gdansk,W61774,20:30,Departure,Actual
Wizz Air,23:49,2021-07-24,2021-05-28,Varsjá,W61540,00:05,Departure,Actual
Icelandair,07:43,2021-07-24,2021-05-28,Kaupmannahöfn,FI204,07:45,Departure,Actual
Transavia,08:37,2021-07-24,2021-05-28,Amsterdam,HV6888,08:50,Departure,Actual
Delta,09:21,2021-07-24,2021-05-28,Minneapolis St Paul,DL261,09:30,Departure,Actual
Delta,10:11,2021-07-24,2021-05-28,Boston,DL267,10:15,Departure,Actual
Delta,11:09,2021-07-24,2021-05-28,New York JFK,DL247,11:15,Departure,Actual
Air Baltic,15:17,2021-07-24,2021-05-28,Riga,BT170,15:10,Departure,Actual
Icelandair,19:45,2021-07-24,2021-05-28,New York JFK,FI615,17:00,Departure,Actual
Icelandair,20:58,2021-07-24,2021-05-28,Boston,FI631,17:15,Departure,Actual
Lufthansa,00:28,2021-07-24,2021-05-27,Frankfurt,LH869,00:25,Departure,Actual
Icelandair,07:25,2021-07-24,2021-05-27,Frankfurt,FI520,07:25,Departure,Actual
Icelandair,07:31,2021-07-24,2021-05-27,Stokkhólmur,FI306,07:35,Departure,Actual
Icelandair,07:38,2021-07-24,2021-05-27,London Heathrow,FI450,07:40,Departure,Actual
Icelandair,07:27,2021-07-24,2021-05-27,Amsterdam,FI500,07:40,Departure,Actual
Icelandair,07:40,2021-07-24,2021-05-27,Kaupmannahöfn,FI204,07:45,Departure,Actual
Icelandair,07:50,2021-07-24,2021-05-27,Osló,FI318,07:50,Departure,Actual
Delta,10:04,2021-07-24,2021-05-27,Boston,DL267,10:15,Departure,Actual
Delta,11:18,2021-07-24,2021-05-27,New York JFK,DL247,11:15,Departure,Actual
Lufthansa,13:28,2021-07-24,2021-05-27,Frankfurt,LH857,13:35,Departure,Actual
Icelandair,16:42,2021-07-24,2021-05-27,Washington Dulles,FI645,16:50,Departure,Actual
Icelandair,16:50,2021-07-24,2021-05-27,New York JFK,FI615,17:00,Departure,Actual
Icelandair,17:13,2021-07-24,2021-05-27,Boston,FI631,17:15,Departure,Actual
Icelandair,07:40,2021-07-24,2021-05-26,Kaupmannahöfn,FI204,07:45,Departure,Actual
Delta,10:05,2021-07-24,2021-05-26,Boston,DL267,10:15,Departure,Actual
Icelandair,11:03,2021-07-24,2021-05-26,Dallas,FI1045,11:00,Departure,Actual
Delta,11:04,2021-07-24,2021-05-26,New York JFK,DL247,11:15,Departure,Actual
Icelandair,16:44,2021-07-24,2021-05-26,Chicago,FI853,16:45,Departure,Actual
Icelandair,17:01,2021-07-24,2021-05-26,New York JFK,FI615,17:00,Departure,Actual
Icelandair,17:18,2021-07-24,2021-05-26,Boston,FI631,17:15,Departure,Actual
Icelandair,08:01,2021-07-24,2021-05-25,Amsterdam,FI500,07:40,Departure,Actual
Icelandair,07:54,2021-07-24,2021-05-25,London Heathrow,FI450,07:40,Departure,Actual
Icelandair,07:55,2021-07-24,2021-05-25,París CDG,FI542,07:40,Departure,Actual
Delta,10:02,2021-07-24,2021-05-25,Boston,DL267,10:15,Departure,Actual
Delta,11:03,2021-07-24,2021-05-25,New York JFK,DL247,11:15,Departure,Actual
Lufthansa,13:27,2021-07-24,2021-05-25,Frankfurt,LH857,13:35,Departure,Actual
Icelandair,16:57,2021-07-24,2021-05-25,New York JFK,FI615,17:00,Departure,Actual
Icelandair,17:13,2021-07-24,2021-05-25,Boston,FI631,17:15,Departure,Actual
Wizz Air,00:15,2021-07-24,2021-05-24,Varsjá,W61540,00:05,Departure,Actual
Lufthansa,00:38,2021-07-24,2021-05-24,Frankfurt,LH869,00:25,Departure,Actual
Icelandair,07:42,2021-07-24,2021-05-24,Kaupmannahöfn,FI204,07:45,Departure,Actual
Icelandair,08:47,2021-07-24,2021-05-24,Alicante,FI1582,08:50,Departure,Actual
Delta,09:58,2021-07-24,2021-05-24,Boston,DL267,10:15,Departure,Actual
Delta,11:00,2021-07-24,2021-05-24,New York JFK,DL247,11:15,Departure,Actual
Icelandair,16:52,2021-07-24,2021-05-24,New York JFK,FI615,17:00,Departure,Actual
Icelandair,16:57,2021-07-24,2021-05-24,Boston,FI631,17:15,Departure,Actual
Transavia,18:11,2021-07-24,2021-05-24,Amsterdam,HV6888,18:20,Departure,Actual
