Airline,C_Date,Date,IsHomeFlight,Dest,Price
Play,2021-10-14,2021-10-18,False,BER,14146
Play,2021-10-14,2021-10-21,True,BER,12361
Play,2021-10-14,2021-10-21,False,BER,23185
Play,2021-10-14,2021-10-22,True,BER,12361
Play,2021-10-14,2021-10-22,False,BER,23185
Play,2021-10-14,2021-10-24,True,BER,19405
Play,2021-10-14,2021-10-24,False,BER,21043
Play,2021-10-14,2021-10-25,True,BER,21043
Play,2021-10-14,2021-10-25,False,BER,14146
Play,2021-10-14,2021-10-28,True,BER,14146
Play,2021-10-14,2021-10-28,False,BER,19405
Play,2021-10-14,2021-10-29,True,BER,14146
Play,2021-10-14,2021-10-29,False,BER,15745
Play,2021-10-14,2021-10-31,True,BER,15745
Play,2021-10-14,2021-10-31,False,BER,14146
Play,2021-10-14,2021-11-01,True,BER,17767
Play,2021-10-14,2021-11-01,False,BER,14146
Play,2021-10-14,2021-11-04,True,BER,10921
Play,2021-10-14,2021-11-04,False,BER,15745
Play,2021-10-14,2021-11-05,True,BER,10921
Play,2021-10-14,2021-11-05,False,BER,14146
Play,2021-10-14,2021-11-07,True,BER,14146
Play,2021-10-14,2021-11-07,False,BER,12361
Play,2021-10-14,2021-11-08,True,BER,15745
Play,2021-10-14,2021-11-08,False,BER,12361
Play,2021-10-14,2021-11-11,True,BER,9121
Play,2021-10-14,2021-11-11,False,BER,17767
Play,2021-10-14,2021-11-12,True,BER,10921
Play,2021-10-14,2021-11-12,False,BER,15745
Play,2021-10-14,2021-11-14,True,BER,10921
Play,2021-10-14,2021-11-14,False,BER,12361
Play,2021-10-14,2021-11-15,True,BER,15745
Play,2021-10-14,2021-11-15,False,BER,12361
Play,2021-10-14,2021-11-18,True,BER,10921
Play,2021-10-14,2021-11-18,False,BER,14146
Play,2021-10-14,2021-11-19,True,BER,10921
Play,2021-10-14,2021-11-19,False,BER,15745
Play,2021-10-14,2021-11-21,True,BER,10921
Play,2021-10-14,2021-11-21,False,BER,10921
Play,2021-10-14,2021-11-22,True,BER,17767
Play,2021-10-14,2021-11-22,False,BER,12361
Play,2021-10-14,2021-11-25,True,BER,10921
Play,2021-10-14,2021-11-25,False,BER,19405
Play,2021-10-14,2021-11-26,True,BER,10921
Play,2021-10-14,2021-11-26,False,BER,14146
Play,2021-10-14,2021-11-28,True,BER,15745
Play,2021-10-14,2021-11-28,False,BER,10921
Play,2021-10-14,2021-11-29,True,BER,19405
Play,2021-10-14,2021-11-29,False,BER,12361
Play,2021-10-14,2021-12-02,True,BER,15745
Play,2021-10-14,2021-12-02,False,BER,21043
Play,2021-10-14,2021-12-03,True,BER,10921
Play,2021-10-14,2021-12-03,False,BER,17767
Play,2021-10-14,2021-12-05,True,BER,14146
Play,2021-10-14,2021-12-05,False,BER,10921
Play,2021-10-14,2021-12-06,True,BER,23185
Play,2021-10-14,2021-12-06,False,BER,10921
Play,2021-10-14,2021-12-09,True,BER,10921
Play,2021-10-14,2021-12-09,False,BER,17767
Play,2021-10-14,2021-12-10,True,BER,10921
Play,2021-10-14,2021-12-10,False,BER,15745
Play,2021-10-14,2021-12-12,True,BER,12361
Play,2021-10-14,2021-12-12,False,BER,10921
Play,2021-10-14,2021-12-13,True,BER,23185
Play,2021-10-14,2021-12-13,False,BER,10921
Play,2021-10-14,2021-12-16,True,BER,14146
Play,2021-10-14,2021-12-16,False,BER,12361
Play,2021-10-14,2021-12-17,True,BER,17767
Play,2021-10-14,2021-12-17,False,BER,14146
Play,2021-10-14,2021-12-19,True,BER,17767
Play,2021-10-14,2021-12-19,False,BER,15745
Play,2021-10-14,2021-12-20,True,BER,21043
Play,2021-10-14,2021-12-20,False,BER,15745
Play,2021-10-14,2021-12-23,True,BER,17767
Play,2021-10-14,2021-12-23,False,BER,17767
Play,2021-10-14,2021-12-24,True,BER,17767
Play,2021-10-14,2021-12-24,False,BER,17767
Play,2021-10-14,2021-10-15,True,CDG,12362
Play,2021-10-14,2021-10-15,False,CDG,12360
Play,2021-10-14,2021-10-17,True,CDG,19406
Play,2021-10-14,2021-10-17,False,CDG,9120
Play,2021-10-14,2021-10-18,True,CDG,15746
Play,2021-10-14,2021-10-18,False,CDG,12360
Play,2021-10-14,2021-10-21,True,CDG,14147
Play,2021-10-14,2021-10-21,False,CDG,15744
Play,2021-10-14,2021-10-22,True,CDG,19406
Play,2021-10-14,2021-10-22,False,CDG,12360
Play,2021-10-14,2021-10-24,True,CDG,35642
Play,2021-10-14,2021-10-24,False,CDG,9120
Play,2021-10-14,2021-10-25,True,CDG,64697
Play,2021-10-14,2021-10-25,False,CDG,9120
Play,2021-10-14,2021-10-28,True,CDG,17768
Play,2021-10-14,2021-10-28,False,CDG,12360
Play,2021-10-14,2021-10-29,True,CDG,21044
Play,2021-10-14,2021-10-29,False,CDG,12360
Play,2021-10-14,2021-10-31,True,CDG,23186
Play,2021-10-14,2021-10-31,False,CDG,19404
Play,2021-10-14,2021-11-01,True,CDG,14147
Play,2021-10-14,2021-11-01,False,CDG,23184
Play,2021-10-14,2021-11-04,True,CDG,12362
Play,2021-10-14,2021-11-04,False,CDG,23184
Play,2021-10-14,2021-11-05,True,CDG,10922
Play,2021-10-14,2021-11-05,False,CDG,23184
Play,2021-10-14,2021-11-07,True,CDG,17768
Play,2021-10-14,2021-11-07,False,CDG,28248
Play,2021-10-14,2021-11-08,True,CDG,12362
Play,2021-10-14,2021-11-08,False,CDG,14145
Play,2021-10-14,2021-11-11,True,CDG,19406
Play,2021-10-14,2021-11-11,False,CDG,12360
Play,2021-10-14,2021-11-12,True,CDG,12362
Play,2021-10-14,2021-11-12,False,CDG,12360
Play,2021-10-14,2021-11-14,True,CDG,14147
Play,2021-10-14,2021-11-14,False,CDG,21042
Play,2021-10-14,2021-11-15,True,CDG,12362
Play,2021-10-14,2021-11-15,False,CDG,19404
Play,2021-10-14,2021-11-18,True,CDG,9122
Play,2021-10-14,2021-11-18,False,CDG,10920
Play,2021-10-14,2021-11-19,True,CDG,10922
Play,2021-10-14,2021-11-19,False,CDG,12360
Play,2021-10-14,2021-11-21,True,CDG,12362
Play,2021-10-14,2021-11-21,False,CDG,9120
Play,2021-10-14,2021-11-22,True,CDG,10922
Play,2021-10-14,2021-11-22,False,CDG,12360
Play,2021-10-14,2021-11-25,True,CDG,10922
Play,2021-10-14,2021-11-25,False,CDG,10920
Play,2021-10-14,2021-11-26,True,CDG,9122
Play,2021-10-14,2021-11-26,False,CDG,10920
Play,2021-10-14,2021-11-28,True,CDG,9122
Play,2021-10-14,2021-11-28,False,CDG,10920
Play,2021-10-14,2021-11-29,True,CDG,10922
Play,2021-10-14,2021-11-29,False,CDG,12360
Play,2021-10-14,2021-12-02,True,CDG,12362
Play,2021-10-14,2021-12-02,False,CDG,10920
Play,2021-10-14,2021-12-03,True,CDG,9122
Play,2021-10-14,2021-12-03,False,CDG,9120
Play,2021-10-14,2021-12-05,True,CDG,14147
Play,2021-10-14,2021-12-05,False,CDG,9120
Play,2021-10-14,2021-12-06,True,CDG,10922
Play,2021-10-14,2021-12-06,False,CDG,10920
Play,2021-10-14,2021-12-09,True,CDG,10922
Play,2021-10-14,2021-12-09,False,CDG,9120
Play,2021-10-14,2021-12-10,True,CDG,10922
Play,2021-10-14,2021-12-10,False,CDG,10920
Play,2021-10-14,2021-12-12,True,CDG,14147
Play,2021-10-14,2021-12-12,False,CDG,10920
Play,2021-10-14,2021-12-13,True,CDG,10922
Play,2021-10-14,2021-12-13,False,CDG,10920
Play,2021-10-14,2021-12-16,True,CDG,10922
Play,2021-10-14,2021-12-16,False,CDG,12360
Play,2021-10-14,2021-12-17,True,CDG,17768
Play,2021-10-14,2021-12-17,False,CDG,14145
Play,2021-10-14,2021-12-19,True,CDG,21044
Play,2021-10-14,2021-12-19,False,CDG,17766
Play,2021-10-14,2021-12-20,True,CDG,19406
Play,2021-10-14,2021-12-20,False,CDG,17766
Play,2021-10-14,2021-12-23,True,CDG,21044
Play,2021-10-14,2021-12-23,False,CDG,17766
Play,2021-10-14,2021-10-14,True,CPH,43321
Play,2021-10-14,2021-10-14,False,CPH,30240
Play,2021-10-14,2021-10-15,True,CPH,43321
Play,2021-10-14,2021-10-15,False,CPH,22707
Play,2021-10-14,2021-10-17,True,CPH,43321
Play,2021-10-14,2021-10-17,False,CPH,12575
Play,2021-10-14,2021-10-18,True,CPH,43321
Play,2021-10-14,2021-10-18,False,CPH,12575
Play,2021-10-14,2021-10-21,True,CPH,13696
Play,2021-10-14,2021-10-21,False,CPH,60420
Play,2021-10-14,2021-10-22,True,CPH,10459
Play,2021-10-14,2021-10-22,False,CPH,60420
Play,2021-10-14,2021-10-24,True,CPH,14941
Play,2021-10-14,2021-10-24,False,CPH,43320
Play,2021-10-14,2021-10-25,True,CPH,43321
Play,2021-10-14,2021-10-25,False,CPH,22707
Play,2021-10-14,2021-10-28,True,CPH,11455
Play,2021-10-14,2021-10-28,False,CPH,13695
Play,2021-10-14,2021-10-29,True,CPH,11455
Play,2021-10-14,2021-10-29,False,CPH,10458
Play,2021-10-14,2021-10-31,True,CPH,13696
Play,2021-10-14,2021-10-31,False,CPH,10458
Play,2021-10-14,2021-11-01,True,CPH,13696
Play,2021-10-14,2021-11-01,False,CPH,10458
Play,2021-10-14,2021-11-04,True,CPH,9463
Play,2021-10-14,2021-11-04,False,CPH,13695
Play,2021-10-14,2021-11-05,True,CPH,9463
Play,2021-10-14,2021-11-05,False,CPH,14940
Play,2021-10-14,2021-11-07,True,CPH,22708
Play,2021-10-14,2021-11-07,False,CPH,13695
Play,2021-10-14,2021-11-08,True,CPH,13696
Play,2021-10-14,2021-11-08,False,CPH,11454
Play,2021-10-14,2021-11-11,True,CPH,11455
Play,2021-10-14,2021-11-11,False,CPH,14940
Play,2021-10-14,2021-11-12,True,CPH,10459
Play,2021-10-14,2021-11-12,False,CPH,9462
Play,2021-10-14,2021-11-14,True,CPH,11455
Play,2021-10-14,2021-11-14,False,CPH,12575
Play,2021-10-14,2021-11-15,True,CPH,9463
Play,2021-10-14,2021-11-15,False,CPH,9462
Play,2021-10-14,2021-11-18,True,CPH,8716
Play,2021-10-14,2021-11-18,False,CPH,14940
Play,2021-10-14,2021-11-19,True,CPH,8716
Play,2021-10-14,2021-11-19,False,CPH,10458
Play,2021-10-14,2021-11-21,True,CPH,13696
Play,2021-10-14,2021-11-21,False,CPH,9462
Play,2021-10-14,2021-11-22,True,CPH,12575
Play,2021-10-14,2021-11-22,False,CPH,9462
Play,2021-10-14,2021-11-25,True,CPH,9463
Play,2021-10-14,2021-11-25,False,CPH,16434
Play,2021-10-14,2021-11-26,True,CPH,8716
Play,2021-10-14,2021-11-26,False,CPH,11454
Play,2021-10-14,2021-11-28,True,CPH,13696
Play,2021-10-14,2021-11-28,False,CPH,9462
Play,2021-10-14,2021-11-29,True,CPH,10459
Play,2021-10-14,2021-11-29,False,CPH,10458
Play,2021-10-14,2021-12-02,True,CPH,9463
Play,2021-10-14,2021-12-02,False,CPH,14940
Play,2021-10-14,2021-12-03,True,CPH,10459
Play,2021-10-14,2021-12-03,False,CPH,10458
Play,2021-10-14,2021-12-05,True,CPH,12575
Play,2021-10-14,2021-12-05,False,CPH,9462
Play,2021-10-14,2021-12-06,True,CPH,13696
Play,2021-10-14,2021-12-06,False,CPH,9462
Play,2021-10-14,2021-12-09,True,CPH,8716
Play,2021-10-14,2021-12-09,False,CPH,13695
Play,2021-10-14,2021-12-10,True,CPH,8716
Play,2021-10-14,2021-12-10,False,CPH,10458
Play,2021-10-14,2021-12-12,True,CPH,12575
Play,2021-10-14,2021-12-12,False,CPH,9462
Play,2021-10-14,2021-12-13,True,CPH,13696
Play,2021-10-14,2021-12-13,False,CPH,9462
Play,2021-10-14,2021-12-16,True,CPH,12575
Play,2021-10-14,2021-12-16,False,CPH,13695
Play,2021-10-14,2021-12-17,True,CPH,16435
Play,2021-10-14,2021-12-17,False,CPH,13695
Play,2021-10-14,2021-12-19,True,CPH,22708
Play,2021-10-14,2021-12-19,False,CPH,13695
Play,2021-10-14,2021-12-20,True,CPH,17929
Play,2021-10-14,2021-12-20,False,CPH,13695
Play,2021-10-14,2021-12-23,True,CPH,13696
Play,2021-10-14,2021-12-23,False,CPH,16434
Play,2021-10-14,2021-10-15,True,STN,11612
Play,2021-10-14,2021-10-15,False,STN,9585
Play,2021-10-14,2021-10-17,True,STN,13637
Play,2021-10-14,2021-10-17,False,STN,9585
Play,2021-10-14,2021-10-18,True,STN,17687
Play,2021-10-14,2021-10-18,False,STN,6500
Play,2021-10-14,2021-10-21,True,STN,9587
Play,2021-10-14,2021-10-21,False,STN,11610
Play,2021-10-14,2021-10-22,True,STN,13637
Play,2021-10-14,2021-10-22,False,STN,7425
Play,2021-10-14,2021-10-24,True,STN,33887
Play,2021-10-14,2021-10-24,False,STN,7425
Play,2021-10-14,2021-10-25,True,STN,44319
Play,2021-10-14,2021-10-25,False,STN,9585
Play,2021-10-14,2021-10-28,True,STN,11612
Play,2021-10-14,2021-10-28,False,STN,17685
Play,2021-10-14,2021-10-29,True,STN,9587
Play,2021-10-14,2021-10-29,False,STN,13635
Play,2021-10-14,2021-10-31,True,STN,7427
Play,2021-10-14,2021-10-31,False,STN,17685
Play,2021-10-14,2021-11-01,True,STN,7426
Play,2021-10-14,2021-11-01,False,STN,8505
Play,2021-10-14,2021-11-04,True,STN,9586
Play,2021-10-14,2021-11-04,False,STN,11610
Play,2021-10-14,2021-11-05,True,STN,11611
Play,2021-10-14,2021-11-05,False,STN,11610
Play,2021-10-14,2021-11-07,True,STN,8506
Play,2021-10-14,2021-11-07,False,STN,9585
Play,2021-10-14,2021-11-08,True,STN,13636
Play,2021-10-14,2021-11-08,False,STN,6500
Play,2021-10-14,2021-11-11,True,STN,8506
Play,2021-10-14,2021-11-11,False,STN,11610
Play,2021-10-14,2021-11-12,True,STN,8506
Play,2021-10-14,2021-11-12,False,STN,13635
Play,2021-10-14,2021-11-14,True,STN,7426
Play,2021-10-14,2021-11-14,False,STN,9585
Play,2021-10-14,2021-11-15,True,STN,7426
Play,2021-10-14,2021-11-15,False,STN,8505
Play,2021-10-14,2021-11-18,True,STN,7426
Play,2021-10-14,2021-11-18,False,STN,8505
Play,2021-10-14,2021-11-19,True,STN,9586
Play,2021-10-14,2021-11-19,False,STN,11610
Play,2021-10-14,2021-11-21,True,STN,7426
Play,2021-10-14,2021-11-21,False,STN,7425
Play,2021-10-14,2021-11-22,True,STN,7426
Play,2021-10-14,2021-11-22,False,STN,6500
Play,2021-10-14,2021-11-25,True,STN,9586
Play,2021-10-14,2021-11-25,False,STN,9585
Play,2021-10-14,2021-11-26,True,STN,9586
Play,2021-10-14,2021-11-26,False,STN,7425
Play,2021-10-14,2021-11-28,True,STN,7426
Play,2021-10-14,2021-11-28,False,STN,7425
Play,2021-10-14,2021-11-29,True,STN,8506
Play,2021-10-14,2021-11-29,False,STN,8505
Play,2021-10-14,2021-12-02,True,STN,9586
Play,2021-10-14,2021-12-02,False,STN,11610
Play,2021-10-14,2021-12-03,True,STN,11611
Play,2021-10-14,2021-12-03,False,STN,8505
Play,2021-10-14,2021-12-05,True,STN,8506
Play,2021-10-14,2021-12-05,False,STN,7425
Play,2021-10-14,2021-12-06,True,STN,8506
Play,2021-10-14,2021-12-06,False,STN,6500
Play,2021-10-14,2021-12-09,True,STN,6501
Play,2021-10-14,2021-12-09,False,STN,9585
Play,2021-10-14,2021-12-10,True,STN,7426
Play,2021-10-14,2021-12-10,False,STN,8505
Play,2021-10-14,2021-12-12,True,STN,7426
Play,2021-10-14,2021-12-12,False,STN,6500
Play,2021-10-14,2021-12-13,True,STN,9586
Play,2021-10-14,2021-12-13,False,STN,6500
Play,2021-10-14,2021-12-16,True,STN,6501
Play,2021-10-14,2021-12-16,False,STN,8505
Play,2021-10-14,2021-12-17,True,STN,6501
Play,2021-10-14,2021-12-17,False,STN,8505
Play,2021-10-14,2021-12-19,True,STN,11611
Play,2021-10-14,2021-12-19,False,STN,9585
Play,2021-10-14,2021-12-20,True,STN,11611
Play,2021-10-14,2021-12-20,False,STN,7425
Play,2021-10-14,2021-12-22,True,STN,13636
Play,2021-10-14,2021-12-23,False,STN,11610
Play,2021-10-14,2021-12-23,True,STN,7426
Play,2021-10-14,2021-12-24,False,STN,7425
Play,2021-10-14,2021-10-16,True,TFS,26551
Play,2021-10-14,2021-10-16,False,TFS,58050
Play,2021-10-14,2021-10-19,True,TFS,38551
Play,2021-10-14,2021-10-19,False,TFS,32550
Play,2021-10-14,2021-10-23,True,TFS,48301
Play,2021-10-14,2021-10-23,False,TFS,48300
Play,2021-10-14,2021-10-26,True,TFS,70051
Play,2021-10-14,2021-10-26,False,TFS,29550
Play,2021-10-14,2021-10-30,True,TFS,58051
Play,2021-10-14,2021-10-30,False,TFS,32550
Play,2021-10-14,2021-11-02,True,TFS,58051
Play,2021-10-14,2021-11-02,False,TFS,48300
Play,2021-10-14,2021-11-06,True,TFS,32551
Play,2021-10-14,2021-11-06,False,TFS,32550
Play,2021-10-14,2021-11-09,True,TFS,29551
Play,2021-10-14,2021-11-09,False,TFS,32550
Play,2021-10-14,2021-11-13,True,TFS,26551
Play,2021-10-14,2021-11-13,False,TFS,29550
Play,2021-10-14,2021-11-16,True,TFS,48301
Play,2021-10-14,2021-11-16,False,TFS,26550
Play,2021-10-14,2021-11-20,True,TFS,32551
Play,2021-10-14,2021-11-20,False,TFS,26550
Play,2021-10-14,2021-11-23,True,TFS,32551
Play,2021-10-14,2021-11-23,False,TFS,23550
Play,2021-10-14,2021-11-27,True,TFS,38551
Play,2021-10-14,2021-11-27,False,TFS,17850
Play,2021-10-14,2021-11-30,True,TFS,23551
Play,2021-10-14,2021-11-30,False,TFS,21300
Play,2021-10-14,2021-12-04,True,TFS,19351
Play,2021-10-14,2021-12-04,False,TFS,26550
Play,2021-10-14,2021-12-07,True,TFS,17851
Play,2021-10-14,2021-12-07,False,TFS,26550
Play,2021-10-14,2021-12-11,True,TFS,19351
Play,2021-10-14,2021-12-11,False,TFS,48300
Play,2021-10-14,2021-12-14,True,TFS,17851
Play,2021-10-14,2021-12-14,False,TFS,58050
Play,2021-10-14,2021-12-18,True,TFS,19351
Play,2021-10-14,2021-12-18,False,TFS,91050
Play,2021-10-14,2021-12-21,True,TFS,23551
Play,2021-10-14,2021-12-21,False,TFS,91050
