Id,Airline,Confirmed,CreationDate,Date,Destination,FlightNumber,Scheduled,Type
1155,Icelandair,07:41,2021-07-24,2021-06-23,London Heathrow,FI450,07:40,Departure
1156,Icelandair,07:43,2021-07-24,2021-06-23,París CDG,FI542,07:40,Departure
1157,Icelandair,07:30,2021-07-24,2021-06-23,Amsterdam,FI500,07:40,Departure
1158,Icelandair,07:40,2021-07-24,2021-06-23,Kaupmannahöfn,FI204,07:45,Departure
1159,Neos,08:32,2021-07-24,2021-06-23,Tenerife South,NO3924,08:20,Departure
1160,Icelandair,08:40,2021-07-24,2021-06-23,Tenerife South,FI580,08:40,Departure
1161,Delta,09:30,2021-07-24,2021-06-23,Minneapolis St Paul,DL261,09:30,Departure
1162,Delta,Aflýst,2021-07-24,2021-06-23,New York JFK,DL247,11:15,Departure
1163,United Airlines,11:24,2021-07-24,2021-06-23,New York Newark,UA967,11:20,Departure
1164,Icelandair,17:00,2021-07-24,2021-06-23,Chicago,FI853,16:45,Departure
1165,Icelandair,16:56,2021-07-24,2021-06-23,Denver,FI671,16:55,Departure
1166,Icelandair,16:52,2021-07-24,2021-06-23,New York JFK,FI615,17:00,Departure
1167,Icelandair,17:01,2021-07-24,2021-06-23,Seattle,FI681,17:05,Departure
1168,Icelandair,17:12,2021-07-24,2021-06-23,Boston,FI631,17:15,Departure
1169,Lufthansa,00:35,2021-07-24,2021-06-22,Frankfurt,LH869,00:25,Departure
1170,Icelandair,07:15,2021-07-24,2021-06-22,Munchen,FI532,07:20,Departure
1171,Icelandair,07:29,2021-07-24,2021-06-22,Helsinki,FI342,07:30,Departure
1172,Icelandair,08:32,2021-07-24,2021-06-22,París CDG,FI542,07:40,Departure
1173,Icelandair,07:42,2021-07-24,2021-06-22,Amsterdam,FI500,07:40,Departure
1174,Icelandair,07:41,2021-07-24,2021-06-22,London Heathrow,FI450,07:40,Departure
1175,Icelandair,07:55,2021-07-24,2021-06-22,Kaupmannahöfn,FI204,07:45,Departure
1176,Delta,09:26,2021-07-24,2021-06-22,Minneapolis St Paul,DL261,09:30,Departure
1177,EasyJet,09:52,2021-07-24,2021-06-22,Manchester,EZY1808,10:00,Departure
1178,British Airways,10:45,2021-07-24,2021-06-22,London Heathrow,BA801,10:45,Departure
1179,Delta,11:03,2021-07-24,2021-06-22,New York JFK,DL247,11:15,Departure
1180,United Airlines,11:21,2021-07-24,2021-06-22,New York Newark,UA967,11:20,Departure
1181,Lufthansa,13:28,2021-07-24,2021-06-22,Frankfurt,LH857,13:35,Departure
1182,Icelandair,16:46,2021-07-24,2021-06-22,Minneapolis St Paul,FI657,16:45,Departure
1183,Icelandair,16:48,2021-07-24,2021-06-22,Washington Dulles,FI645,16:50,Departure
1184,Icelandair,17:11,2021-07-24,2021-06-22,New York JFK,FI615,17:00,Departure
1185,Icelandair,17:00,2021-07-24,2021-06-22,Seattle,FI681,17:05,Departure
1186,Icelandair,17:08,2021-07-24,2021-06-22,Boston,FI631,17:15,Departure
1187,Wizz Air,18:52,2021-07-24,2021-06-22,Gdansk,W61774,18:35,Departure
1188,Wizz Air,19:20,2021-07-24,2021-06-22,Mílanó,W65566,19:20,Departure
1189,Lufthansa,00:35,2021-07-24,2021-06-21,Frankfurt,LH869,00:25,Departure
1190,Icelandair,07:45,2021-07-24,2021-06-21,Stokkhólmur,FI306,07:35,Departure
1191,Icelandair,07:45,2021-07-24,2021-06-21,París CDG,FI542,07:40,Departure
1192,Icelandair,07:43,2021-07-24,2021-06-21,Amsterdam,FI500,07:40,Departure
1193,Icelandair,08:20,2021-07-24,2021-06-21,London Heathrow,FI450,07:40,Departure
1194,Icelandair,07:48,2021-07-24,2021-06-21,Kaupmannahöfn,FI204,07:45,Departure
1195,EasyJet,08:57,2021-07-24,2021-06-21,London Luton,EZY2296,08:45,Departure
1196,Delta,09:13,2021-07-24,2021-06-21,Minneapolis St Paul,DL261,09:30,Departure
1197,Delta,10:16,2021-07-24,2021-06-21,Boston,DL267,10:15,Departure
1198,Atlantic Airways,10:20,2021-07-24,2021-06-21,Vagar,RC402,10:20,Departure
1199,Delta,11:11,2021-07-24,2021-06-21,New York JFK,DL247,11:15,Departure
1200,United Airlines,11:19,2021-07-24,2021-06-21,New York Newark,UA967,11:20,Departure
1201,Air Baltic,15:06,2021-07-24,2021-06-21,Riga,BT170,15:10,Departure
1202,Icelandair,16:27,2021-07-24,2021-06-21,Billund,FI211,16:20,Departure
1203,Icelandair,16:48,2021-07-24,2021-06-21,Chicago,FI853,16:45,Departure
1204,Icelandair,16:50,2021-07-24,2021-06-21,Washington Dulles,FI645,16:50,Departure
1205,Icelandair,16:55,2021-07-24,2021-06-21,Denver,FI671,16:55,Departure
1206,Icelandair,16:59,2021-07-24,2021-06-21,New York JFK,FI615,17:00,Departure
1207,Icelandair,17:00,2021-07-24,2021-06-21,Seattle,FI681,17:05,Departure
1208,Vueling,16:57,2021-07-24,2021-06-21,Barcelona,VY8561,17:10,Departure
1209,Icelandair,17:11,2021-07-24,2021-06-21,Boston,FI631,17:15,Departure
1210,Transavia,18:03,2021-07-24,2021-06-21,Amsterdam,HV6888,18:20,Departure
1211,Wizz Air,19:50,2021-07-24,2021-06-21,Katowice,W61168,20:00,Departure
1212,Lufthansa,01:05,2021-07-24,2021-06-20,Munchen,LH2469,01:05,Departure
1213,Czech Airlines,01:24,2021-07-24,2021-06-20,Prag,OK461,01:30,Departure
1214,Iberia Express,01:29,2021-07-24,2021-06-20,Madríd,I23661,01:35,Departure
1215,Icelandair,07:23,2021-07-24,2021-06-20,Zurich,FI568,07:20,Departure
1216,Icelandair,07:27,2021-07-24,2021-06-20,Frankfurt,FI520,07:25,Departure
1217,Icelandair,07:41,2021-07-24,2021-06-20,Stokkhólmur,FI306,07:35,Departure
1218,Icelandair,07:39,2021-07-24,2021-06-20,London Heathrow,FI450,07:40,Departure
1219,Icelandair,07:47,2021-07-24,2021-06-20,París CDG,FI542,07:40,Departure
1220,Icelandair,07:32,2021-07-24,2021-06-20,Amsterdam,FI500,07:40,Departure
1221,Icelandair,07:46,2021-07-24,2021-06-20,Kaupmannahöfn,FI204,07:45,Departure
1222,Icelandair,07:53,2021-07-24,2021-06-20,Osló,FI318,07:50,Departure
1223,Wizz Air,08:46,2021-07-24,2021-06-20,Wroclaw,W61898,08:55,Departure
1224,Wizz Air,09:08,2021-07-24,2021-06-20,Varsjá,W61540,09:10,Departure
1225,Delta,09:29,2021-07-24,2021-06-20,Minneapolis St Paul,DL261,09:30,Departure
1226,EasyJet,09:48,2021-07-24,2021-06-20,London Luton,EZY2296,09:35,Departure
1227,SAS,09:45,2021-07-24,2021-06-20,Kaupmannahöfn,SK596,09:55,Departure
1228,EasyJet,10:00,2021-07-24,2021-06-20,Manchester,EZY1808,10:00,Departure
1229,Delta,10:24,2021-07-24,2021-06-20,Boston,DL267,10:15,Departure
1230,Delta,11:24,2021-07-24,2021-06-20,New York JFK,DL247,11:15,Departure
1231,United Airlines,11:13,2021-07-24,2021-06-20,New York Newark,UA967,11:20,Departure
1232,Air Baltic,15:09,2021-07-24,2021-06-20,Riga,BT170,15:10,Departure
1233,Icelandair,16:48,2021-07-24,2021-06-20,Washington Dulles,FI645,16:50,Departure
1234,Icelandair,16:49,2021-07-24,2021-06-20,Denver,FI671,16:55,Departure
1235,Icelandair,16:58,2021-07-24,2021-06-20,New York JFK,FI615,17:00,Departure
1236,Icelandair,16:53,2021-07-24,2021-06-20,Seattle,FI681,17:05,Departure
1237,Icelandair,17:12,2021-07-24,2021-06-20,Boston,FI631,17:15,Departure
1238,Transavia,19:46,2021-07-24,2021-06-20,Amsterdam,HV6886,20:05,Departure
1239,Lufthansa,00:23,2021-07-24,2021-06-19,Frankfurt,LH869,00:25,Departure
1240,Icelandair,07:21,2021-07-24,2021-06-19,Genf,FI564,07:20,Departure
1241,Icelandair,07:20,2021-07-24,2021-06-19,Munchen,FI532,07:20,Departure
1242,Icelandair,07:33,2021-07-24,2021-06-19,Frankfurt,FI520,07:25,Departure
1243,Icelandair,07:30,2021-07-24,2021-06-19,Stokkhólmur,FI306,07:35,Departure
1244,Icelandair,07:39,2021-07-24,2021-06-19,París CDG,FI542,07:40,Departure
1245,Icelandair,07:40,2021-07-24,2021-06-19,London Heathrow,FI450,07:40,Departure
1246,Icelandair,07:33,2021-07-24,2021-06-19,Brussel,FI554,07:40,Departure
1247,Icelandair,07:39,2021-07-24,2021-06-19,Berlin Brandenburg,FI528,07:40,Departure
1248,Icelandair,07:30,2021-07-24,2021-06-19,Amsterdam,FI500,07:40,Departure
1249,Icelandair,07:46,2021-07-24,2021-06-19,Kaupmannahöfn,FI204,07:45,Departure
1250,Icelandair,08:37,2021-07-24,2021-06-19,Tenerife South,FI580,08:40,Departure
1251,Delta,09:25,2021-07-24,2021-06-19,Minneapolis St Paul,DL261,09:30,Departure
1252,Delta,Áætluð brottför 10:05,2021-07-24,2021-06-19,Boston,DL267,10:15,Departure
1253,Delta,10:59,2021-07-24,2021-06-19,New York JFK,DL247,11:15,Departure
1254,United Airlines,11:14,2021-07-24,2021-06-19,New York Newark,UA967,11:20,Departure
1255,Lufthansa,13:26,2021-07-24,2021-06-19,Frankfurt,LH857,13:35,Departure
1256,Wizz Air,15:41,2021-07-24,2021-06-19,Dortmund,W64714,15:50,Departure
1257,Wizz Air,16:10,2021-07-24,2021-06-19,Vín,W62858,16:05,Departure
1258,Icelandair,16:51,2021-07-24,2021-06-19,Minneapolis St Paul,FI657,16:45,Departure
1259,Icelandair,16:48,2021-07-24,2021-06-19,Chicago,FI853,16:45,Departure
1260,Icelandair,17:15,2021-07-24,2021-06-19,New York JFK,FI615,17:00,Departure
1261,Icelandair,17:14,2021-07-24,2021-06-19,Seattle,FI681,17:05,Departure
1262,Vueling,16:51,2021-07-24,2021-06-19,Barcelona,VY8561,17:10,Departure
1263,Icelandair,17:23,2021-07-24,2021-06-19,Boston,FI631,17:15,Departure
1264,Wizz Air,19:53,2021-07-24,2021-06-19,Mílanó,W65566,19:40,Departure
1265,Wizz Air,20:27,2021-07-24,2021-06-19,Gdansk,W61774,20:30,Departure
1266,Wizz Air,20:40,2021-07-24,2021-06-19,Búdapest,W62428,20:40,Departure
1267,Wizz Air,21:42,2021-07-24,2021-06-19,London Luton,W94498,21:55,Departure
1268,Wizz Air,00:09,2021-07-24,2021-06-18,Varsjá,W61540,00:05,Departure
1269,Lufthansa,00:54,2021-07-24,2021-06-18,Munchen,LH2469,01:05,Departure
1270,Icelandair,07:34,2021-07-24,2021-06-18,París CDG,FI542,07:40,Departure
1271,Icelandair,07:44,2021-07-24,2021-06-18,London Heathrow,FI450,07:40,Departure
1272,Icelandair,07:37,2021-07-24,2021-06-18,Kaupmannahöfn,FI204,07:45,Departure
1273,Transavia,08:46,2021-07-24,2021-06-18,Amsterdam,HV6888,08:50,Departure
1274,Delta,09:30,2021-07-24,2021-06-18,Minneapolis St Paul,DL261,09:30,Departure
1275,Delta,10:01,2021-07-24,2021-06-18,Boston,DL267,10:15,Departure
1276,SAS,10:36,2021-07-24,2021-06-18,Kaupmannahöfn,SK596,10:30,Departure
1277,Delta,11:05,2021-07-24,2021-06-18,New York JFK,DL247,11:15,Departure
1278,United Airlines,11:11,2021-07-24,2021-06-18,New York Newark,UA967,11:20,Departure
1279,Atlantic Airways,11:46,2021-07-24,2021-06-18,Vagar,RC402,12:00,Departure
1280,Air Baltic,15:30,2021-07-24,2021-06-18,Riga,BT170,15:10,Departure
1281,Icelandair,16:30,2021-07-24,2021-06-18,Billund,FI274,16:40,Departure
1282,Icelandair,17:05,2021-07-24,2021-06-18,Chicago,FI853,16:45,Departure
1283,Icelandair,16:57,2021-07-24,2021-06-18,Washington Dulles,FI645,16:50,Departure
1284,Icelandair,16:57,2021-07-24,2021-06-18,Denver,FI671,16:55,Departure
1285,Icelandair,17:02,2021-07-24,2021-06-18,New York JFK,FI615,17:00,Departure
1286,Icelandair,17:04,2021-07-24,2021-06-18,Seattle,FI681,17:05,Departure
1287,Icelandair,17:06,2021-07-24,2021-06-18,Boston,FI631,17:15,Departure
1288,Wizz Air,19:54,2021-07-24,2021-06-18,Katowice,W61168,20:00,Departure
1289,Lufthansa,00:30,2021-07-24,2021-06-17,Frankfurt,LH869,00:25,Departure
1290,Arkefly,Aflýst,2021-07-24,2021-06-17,Amsterdam,OR56F,04:25,Departure
1291,Icelandair,07:23,2021-07-24,2021-06-17,Munchen,FI532,07:20,Departure
1292,Icelandair,07:22,2021-07-24,2021-06-17,Frankfurt,FI520,07:25,Departure
1293,Icelandair,07:40,2021-07-24,2021-06-17,Stokkhólmur,FI306,07:35,Departure
1294,Icelandair,07:43,2021-07-24,2021-06-17,París CDG,FI542,07:40,Departure
1295,Icelandair,07:40,2021-07-24,2021-06-17,London Heathrow,FI450,07:40,Departure
1296,Icelandair,07:33,2021-07-24,2021-06-17,Berlin Brandenburg,FI528,07:40,Departure
1297,Icelandair,07:34,2021-07-24,2021-06-17,Amsterdam,FI500,07:40,Departure
1298,Icelandair,07:56,2021-07-24,2021-06-17,Kaupmannahöfn,FI204,07:45,Departure
1299,Icelandair,07:51,2021-07-24,2021-06-17,Osló,FI318,07:50,Departure
1300,Neos,08:20,2021-07-24,2021-06-17,Alicante,NO4902,08:20,Departure
1301,EasyJet,11:27,2021-07-24,2021-06-17,London Luton,EZY2296,08:45,Departure
1302,Icelandair,08:49,2021-07-24,2021-06-17,Alicante,FI1582,08:50,Departure
1303,Delta,09:26,2021-07-24,2021-06-17,Minneapolis St Paul,DL261,09:30,Departure
1304,EasyJet,10:02,2021-07-24,2021-06-17,Manchester,EZY1808,10:00,Departure
1305,Delta,10:10,2021-07-24,2021-06-17,Boston,DL267,10:15,Departure
1306,Delta,11:03,2021-07-24,2021-06-17,New York JFK,DL247,11:15,Departure
1307,United Airlines,11:07,2021-07-24,2021-06-17,New York Newark,UA967,11:20,Departure
1308,Lufthansa,13:17,2021-07-24,2021-06-17,Frankfurt,LH857,13:35,Departure
1309,Icelandair,16:21,2021-07-24,2021-06-17,Kaupmannahöfn,FI216,16:10,Departure
1310,Icelandair,16:46,2021-07-24,2021-06-17,Washington Dulles,FI645,16:50,Departure
1311,Icelandair,16:45,2021-07-24,2021-06-17,Denver,FI671,16:55,Departure
1312,Icelandair,16:49,2021-07-24,2021-06-17,New York JFK,FI615,17:00,Departure
1313,Icelandair,17:08,2021-07-24,2021-06-17,Seattle,FI681,17:05,Departure
1314,Icelandair,17:18,2021-07-24,2021-06-17,Boston,FI631,17:15,Departure
1315,Wizz Air,18:54,2021-07-24,2021-06-17,Riga,W62598,18:50,Departure
1316,Wizz Air,19:15,2021-07-24,2021-06-17,Gdansk,W61774,19:30,Departure
1317,Wizz Air,00:07,2021-07-24,2021-06-16,Varsjá,W61540,00:10,Departure
1318,Icelandair,07:32,2021-07-24,2021-06-16,Stokkhólmur,FI306,07:35,Departure
1319,Icelandair,07:50,2021-07-24,2021-06-16,London Heathrow,FI450,07:40,Departure
1320,Icelandair,07:41,2021-07-24,2021-06-16,París CDG,FI542,07:40,Departure
1321,Icelandair,07:45,2021-07-24,2021-06-16,Amsterdam,FI500,07:40,Departure
1322,Icelandair,07:40,2021-07-24,2021-06-16,Kaupmannahöfn,FI204,07:45,Departure
1323,Neos,08:20,2021-07-24,2021-06-16,Tenerife South,NO3924,08:20,Departure
1324,Icelandair,08:35,2021-07-24,2021-06-16,Tenerife South,FI580,08:40,Departure
1325,Delta,09:27,2021-07-24,2021-06-16,Minneapolis St Paul,DL261,09:30,Departure
1326,Delta,11:07,2021-07-24,2021-06-16,New York JFK,DL247,11:15,Departure
1327,United Airlines,11:14,2021-07-24,2021-06-16,New York Newark,UA967,11:20,Departure
1328,Icelandair,16:45,2021-07-24,2021-06-16,Chicago,FI853,16:45,Departure
1329,Icelandair,17:01,2021-07-24,2021-06-16,Denver,FI671,16:55,Departure
1330,Icelandair,17:02,2021-07-24,2021-06-16,New York JFK,FI615,17:00,Departure
1331,Icelandair,17:16,2021-07-24,2021-06-16,Boston,FI631,17:15,Departure
1332,Icelandair,07:18,2021-07-24,2021-06-15,Frankfurt,FI520,07:25,Departure
1333,Icelandair,07:30,2021-07-24,2021-06-15,Amsterdam,FI500,07:40,Departure
1334,Icelandair,07:43,2021-07-24,2021-06-15,London Heathrow,FI450,07:40,Departure
1335,Icelandair,07:28,2021-07-24,2021-06-15,París CDG,FI542,07:40,Departure
1336,Icelandair,07:38,2021-07-24,2021-06-15,Kaupmannahöfn,FI204,07:45,Departure
1337,Delta,09:36,2021-07-24,2021-06-15,Minneapolis St Paul,DL261,09:30,Departure
1338,EasyJet,09:53,2021-07-24,2021-06-15,Manchester,EZY1808,10:00,Departure
1339,Delta,11:03,2021-07-24,2021-06-15,New York JFK,DL247,11:15,Departure
1340,United Airlines,11:05,2021-07-24,2021-06-15,New York Newark,UA967,11:20,Departure
1341,Lufthansa,13:24,2021-07-24,2021-06-15,Frankfurt,LH857,13:35,Departure
1342,Icelandair,16:51,2021-07-24,2021-06-15,Washington Dulles,FI645,16:50,Departure
1343,Icelandair,16:49,2021-07-24,2021-06-15,New York JFK,FI615,17:00,Departure
1344,Icelandair,17:00,2021-07-24,2021-06-15,Seattle,FI681,17:05,Departure
1345,Icelandair,17:04,2021-07-24,2021-06-15,Boston,FI631,17:15,Departure
1346,Wizz Air,19:58,2021-07-24,2021-06-15,Mílanó,W65566,19:20,Departure
1347,Wizz Air,20:02,2021-07-24,2021-06-15,Gdansk,W61774,19:30,Departure
1348,Wizz Air,21:47,2021-07-24,2021-06-15,London Luton,W94498,21:55,Departure
1349,Lufthansa,00:33,2021-07-24,2021-06-14,Frankfurt,LH869,00:25,Departure
1350,Icelandair,07:31,2021-07-24,2021-06-14,London Heathrow,FI450,07:40,Departure
1351,Icelandair,07:55,2021-07-24,2021-06-14,París CDG,FI542,07:40,Departure
1352,Icelandair,07:40,2021-07-24,2021-06-14,Kaupmannahöfn,FI204,07:45,Departure
1353,EasyJet,08:48,2021-07-24,2021-06-14,London Luton,EZY2296,08:45,Departure
1354,Delta,09:25,2021-07-24,2021-06-14,Minneapolis St Paul,DL261,09:30,Departure
1355,Delta,10:13,2021-07-24,2021-06-14,Boston,DL267,10:15,Departure
1356,SAS,10:52,2021-07-24,2021-06-14,Kaupmannahöfn,SK596,10:30,Departure
1357,Delta,11:14,2021-07-24,2021-06-14,New York JFK,DL247,11:15,Departure
1358,United Airlines,11:20,2021-07-24,2021-06-14,New York Newark,UA967,11:20,Departure
1359,Air Baltic,15:10,2021-07-24,2021-06-14,Riga,BT170,15:10,Departure
1360,Icelandair,Aflýst,2021-07-24,2021-06-14,Kaupmannahöfn,FI216,16:10,Departure
1361,Vueling,17:11,2021-07-24,2021-06-14,Barcelona,VY8561,16:55,Departure
1362,Icelandair,16:53,2021-07-24,2021-06-14,Denver,FI671,16:55,Departure
1363,Icelandair,17:42,2021-07-24,2021-06-14,New York JFK,FI615,17:00,Departure
1364,Icelandair,17:01,2021-07-24,2021-06-14,Seattle,FI681,17:05,Departure
1365,Icelandair,17:09,2021-07-24,2021-06-14,Boston,FI631,17:15,Departure
1366,Transavia,18:10,2021-07-24,2021-06-14,Amsterdam,HV6888,18:20,Departure
1367,Wizz Air,00:46,2021-07-24,2021-06-13,Varsjá,W61540,00:10,Departure
1368,Iberia Express,01:40,2021-07-24,2021-06-13,Madríd,I23661,01:35,Departure
1369,Icelandair,07:23,2021-07-24,2021-06-13,Zurich,FI568,07:20,Departure
1370,Icelandair,07:39,2021-07-24,2021-06-13,Frankfurt,FI520,07:25,Departure
1371,Icelandair,07:41,2021-07-24,2021-06-13,Stokkhólmur,FI306,07:35,Departure
1372,Icelandair,07:40,2021-07-24,2021-06-13,London Heathrow,FI450,07:40,Departure
1373,Icelandair,07:30,2021-07-24,2021-06-13,Amsterdam,FI500,07:40,Departure
1374,Icelandair,08:03,2021-07-24,2021-06-13,París CDG,FI542,07:40,Departure
1375,Icelandair,07:46,2021-07-24,2021-06-13,Kaupmannahöfn,FI204,07:45,Departure
1376,Icelandair,07:51,2021-07-24,2021-06-13,Osló,FI318,07:50,Departure
1377,Wizz Air,09:25,2021-07-24,2021-06-13,Wroclaw,W61898,09:00,Departure
1378,Delta,09:30,2021-07-24,2021-06-13,Minneapolis St Paul,DL261,09:30,Departure
1379,EasyJet,09:39,2021-07-24,2021-06-13,London Luton,EZY2296,09:35,Departure
1380,EasyJet,09:53,2021-07-24,2021-06-13,Manchester,EZY1808,10:00,Departure
1381,Delta,10:14,2021-07-24,2021-06-13,Boston,DL267,10:15,Departure
1382,Delta,11:08,2021-07-24,2021-06-13,New York JFK,DL247,11:15,Departure
1383,United Airlines,11:18,2021-07-24,2021-06-13,New York Newark,UA967,11:20,Departure
1384,Air Baltic,15:27,2021-07-24,2021-06-13,Riga,BT170,15:10,Departure
1385,Icelandair,16:46,2021-07-24,2021-06-13,Washington Dulles,FI645,16:50,Departure
1386,Icelandair,16:44,2021-07-24,2021-06-13,Denver,FI671,16:55,Departure
1387,Icelandair,17:15,2021-07-24,2021-06-13,New York JFK,FI615,17:00,Departure
1388,Icelandair,16:57,2021-07-24,2021-06-13,Seattle,FI681,17:05,Departure
1389,Icelandair,17:12,2021-07-24,2021-06-13,Boston,FI631,17:15,Departure
1390,Wizz Air,18:58,2021-07-24,2021-06-13,Riga,W62598,18:50,Departure
1391,Lufthansa,00:42,2021-07-24,2021-06-12,Frankfurt,LH869,00:25,Departure
1392,Icelandair,07:11,2021-07-24,2021-06-12,Munchen,FI532,07:20,Departure
1393,Icelandair,07:43,2021-07-24,2021-06-12,Amsterdam,FI500,07:40,Departure
1394,Icelandair,07:43,2021-07-24,2021-06-12,Berlin Brandenburg,FI528,07:40,Departure
1395,Icelandair,07:38,2021-07-24,2021-06-12,Brussel,FI554,07:40,Departure
1396,Icelandair,07:39,2021-07-24,2021-06-12,París CDG,FI542,07:40,Departure
1397,Icelandair,07:50,2021-07-24,2021-06-12,London Heathrow,FI450,07:40,Departure
1398,Icelandair,07:48,2021-07-24,2021-06-12,Kaupmannahöfn,FI204,07:45,Departure
1399,Neos,09:20,2021-07-24,2021-06-12,Alicante,NO6904,08:20,Departure
1400,Icelandair,08:37,2021-07-24,2021-06-12,Tenerife South,FI580,08:40,Departure
1401,Delta,09:29,2021-07-24,2021-06-12,Minneapolis St Paul,DL261,09:30,Departure
1402,Delta,10:09,2021-07-24,2021-06-12,Boston,DL267,10:15,Departure
1403,Wizz Air,10:52,2021-07-24,2021-06-12,Vín,W62858,10:25,Departure
1404,Delta,11:11,2021-07-24,2021-06-12,New York JFK,DL247,11:15,Departure
1405,United Airlines,11:17,2021-07-24,2021-06-12,New York Newark,UA967,11:20,Departure
1406,Lufthansa,13:40,2021-07-24,2021-06-12,Frankfurt,LH857,13:35,Departure
1407,Icelandair,17:09,2021-07-24,2021-06-12,Chicago,FI853,16:45,Departure
1408,Icelandair,16:56,2021-07-24,2021-06-12,New York JFK,FI615,17:00,Departure
1409,Icelandair,16:58,2021-07-24,2021-06-12,Seattle,FI681,17:05,Departure
1410,Vueling,17:32,2021-07-24,2021-06-12,Barcelona,VY8561,17:10,Departure
1411,Icelandair,17:10,2021-07-24,2021-06-12,Boston,FI631,17:15,Departure
1412,Wizz Air,20:00,2021-07-24,2021-06-12,Mílanó,W65566,19:20,Departure
1413,Wizz Air,20:36,2021-07-24,2021-06-12,Gdansk,W61774,20:30,Departure
1414,Wizz Air,22:30,2021-07-24,2021-06-12,London Luton,W94498,21:55,Departure
1415,Wizz Air,00:02,2021-07-24,2021-06-11,Varsjá,W61540,00:05,Departure
1416,Icelandair,07:41,2021-07-24,2021-06-11,London Heathrow,FI450,07:40,Departure
1417,Icelandair,07:46,2021-07-24,2021-06-11,Kaupmannahöfn,FI204,07:45,Departure
1418,Transavia,08:34,2021-07-24,2021-06-11,Amsterdam,HV6888,08:50,Departure
1419,Delta,09:24,2021-07-24,2021-06-11,Minneapolis St Paul,DL261,09:30,Departure
1420,Delta,10:06,2021-07-24,2021-06-11,Boston,DL267,10:15,Departure
1421,Delta,10:59,2021-07-24,2021-06-11,New York JFK,DL247,11:15,Departure
1422,United Airlines,11:07,2021-07-24,2021-06-11,New York Newark,UA967,11:20,Departure
1423,Air Baltic,15:10,2021-07-24,2021-06-11,Riga,BT170,15:10,Departure
1424,Icelandair,16:46,2021-07-24,2021-06-11,Chicago,FI853,16:45,Departure
1425,Icelandair,16:51,2021-07-24,2021-06-11,Washington Dulles,FI645,16:50,Departure
1426,Icelandair,17:00,2021-07-24,2021-06-11,New York JFK,FI615,17:00,Departure
1427,Icelandair,16:58,2021-07-24,2021-06-11,Seattle,FI681,17:05,Departure
1428,Icelandair,17:03,2021-07-24,2021-06-11,Boston,FI631,17:15,Departure
1429,Wizz Air,19:59,2021-07-24,2021-06-11,Katowice,W61168,20:00,Departure
1430,Lufthansa,00:31,2021-07-24,2021-06-10,Frankfurt,LH869,00:25,Departure
1431,Icelandair,07:34,2021-07-24,2021-06-10,Stokkhólmur,FI306,07:35,Departure
1432,Icelandair,07:36,2021-07-24,2021-06-10,Amsterdam,FI500,07:40,Departure
1433,Icelandair,07:54,2021-07-24,2021-06-10,London Heathrow,FI450,07:40,Departure
1434,Icelandair,07:38,2021-07-24,2021-06-10,Kaupmannahöfn,FI204,07:45,Departure
1435,EasyJet,09:01,2021-07-24,2021-06-10,London Luton,EZY2296,08:45,Departure
1436,Icelandair,08:53,2021-07-24,2021-06-10,Alicante,FI1582,08:50,Departure
1437,Delta,09:30,2021-07-24,2021-06-10,Minneapolis St Paul,DL261,09:30,Departure
1438,EasyJet,09:55,2021-07-24,2021-06-10,Manchester,EZY1808,10:00,Departure
1439,Delta,10:13,2021-07-24,2021-06-10,Boston,DL267,10:15,Departure
1440,Delta,11:06,2021-07-24,2021-06-10,New York JFK,DL247,11:15,Departure
1441,United Airlines,11:09,2021-07-24,2021-06-10,New York Newark,UA967,11:20,Departure
1442,Lufthansa,13:39,2021-07-24,2021-06-10,Frankfurt,LH857,13:35,Departure
1443,Icelandair,17:31,2021-07-24,2021-06-10,Denver,FI671,16:55,Departure
1444,Icelandair,17:02,2021-07-24,2021-06-10,New York JFK,FI615,17:00,Departure
1445,Icelandair,17:36,2021-07-24,2021-06-10,Boston,FI631,17:15,Departure
1446,Wizz Air,18:49,2021-07-24,2021-06-10,Riga,W62598,18:50,Departure
1447,Wizz Air,00:10,2021-07-24,2021-06-09,Varsjá,W61540,00:10,Departure
1448,Icelandair,07:33,2021-07-24,2021-06-09,Stokkhólmur,FI306,07:35,Departure
1449,Icelandair,07:39,2021-07-24,2021-06-09,París CDG,FI542,07:40,Departure
1450,Icelandair,07:40,2021-07-24,2021-06-09,Kaupmannahöfn,FI204,07:45,Departure
1451,Icelandair,08:36,2021-07-24,2021-06-09,Tenerife South,FI580,08:40,Departure
1452,Delta,09:26,2021-07-24,2021-06-09,Minneapolis St Paul,DL261,09:30,Departure
1453,Delta,11:09,2021-07-24,2021-06-09,New York JFK,DL247,11:15,Departure
1454,United Airlines,11:14,2021-07-24,2021-06-09,New York Newark,UA967,11:20,Departure
1455,Icelandair,17:24,2021-07-24,2021-06-09,Denver,FI671,16:55,Departure
1456,Icelandair,17:24,2021-07-24,2021-06-09,New York JFK,FI615,17:00,Departure
1457,Icelandair,17:25,2021-07-24,2021-06-09,Boston,FI631,17:15,Departure
1458,Air Greenland,21:28,2021-07-24,2021-06-09,Nuuk,GL6598,21:55,Departure
1459,Icelandair,07:28,2021-07-24,2021-06-08,Frankfurt,FI520,07:25,Departure
1460,Icelandair,07:30,2021-07-24,2021-06-08,Amsterdam,FI500,07:40,Departure
