Airline,C_Date,DateOut,DateBack,Destination,Price
Icelandair,2021-10-25,2021-10-26,2021-10-27,AMS,97535
Icelandair,2021-10-25,2021-10-26,2021-10-28,AMS,97535
Icelandair,2021-10-25,2021-10-26,2021-10-29,AMS,87535
Icelandair,2021-10-25,2021-10-26,2021-10-30,AMS,87535
Icelandair,2021-10-25,2021-10-26,2021-10-31,AMS,87535
Icelandair,2021-10-25,2021-10-26,2021-11-01,AMS,83835
Icelandair,2021-10-25,2021-10-26,2021-11-02,AMS,85535
Icelandair,2021-10-25,2021-10-26,2021-11-03,AMS,85535
Icelandair,2021-10-25,2021-10-26,2021-11-04,AMS,85535
Icelandair,2021-10-25,2021-10-26,2021-11-05,AMS,85535
Icelandair,2021-10-25,2021-10-26,2021-11-06,AMS,85535
Icelandair,2021-10-25,2021-10-26,2021-11-07,AMS,83835
Icelandair,2021-10-25,2021-10-26,2021-11-08,AMS,83835
Icelandair,2021-10-25,2021-10-26,2021-11-09,AMS,83835
Icelandair,2021-10-25,2021-10-26,2021-11-10,AMS,83835
Icelandair,2021-10-25,2021-10-26,2021-11-11,AMS,83835
Icelandair,2021-10-25,2021-10-26,2021-11-12,AMS,83835
Icelandair,2021-10-25,2021-10-26,2021-11-13,AMS,83835
Icelandair,2021-10-25,2021-10-26,2021-11-14,AMS,82035
Icelandair,2021-10-25,2021-10-26,2021-11-15,AMS,82035
Icelandair,2021-10-25,2021-10-26,2021-11-16,AMS,83835
Icelandair,2021-10-25,2021-10-26,2021-11-17,AMS,83835
Icelandair,2021-10-25,2021-10-27,2021-10-28,AMS,73335
Icelandair,2021-10-25,2021-10-27,2021-10-29,AMS,79035
Icelandair,2021-10-25,2021-10-27,2021-10-30,AMS,45535
Icelandair,2021-10-25,2021-10-27,2021-10-31,AMS,45535
Icelandair,2021-10-25,2021-10-27,2021-11-01,AMS,41835
Icelandair,2021-10-25,2021-10-27,2021-11-02,AMS,43535
Icelandair,2021-10-25,2021-10-27,2021-11-03,AMS,43535
Icelandair,2021-10-25,2021-10-27,2021-11-04,AMS,43535
Icelandair,2021-10-25,2021-10-27,2021-11-05,AMS,43535
Icelandair,2021-10-25,2021-10-27,2021-11-06,AMS,43535
Icelandair,2021-10-25,2021-10-27,2021-11-07,AMS,41835
Icelandair,2021-10-25,2021-10-27,2021-11-08,AMS,41835
Icelandair,2021-10-25,2021-10-27,2021-11-09,AMS,41835
Icelandair,2021-10-25,2021-10-27,2021-11-10,AMS,41835
Icelandair,2021-10-25,2021-10-27,2021-11-11,AMS,41835
Icelandair,2021-10-25,2021-10-27,2021-11-12,AMS,41835
Icelandair,2021-10-25,2021-10-27,2021-11-13,AMS,41835
Icelandair,2021-10-25,2021-10-27,2021-11-14,AMS,40035
Icelandair,2021-10-25,2021-10-27,2021-11-15,AMS,40035
Icelandair,2021-10-25,2021-10-27,2021-11-16,AMS,41835
Icelandair,2021-10-25,2021-10-27,2021-11-17,AMS,41835
Icelandair,2021-10-25,2021-10-27,2021-11-18,AMS,41835
Icelandair,2021-10-25,2021-10-28,2021-10-29,AMS,69335
Icelandair,2021-10-25,2021-10-28,2021-10-30,AMS,63535
Icelandair,2021-10-25,2021-10-28,2021-10-31,AMS,47535
Icelandair,2021-10-25,2021-10-28,2021-11-01,AMS,43835
Icelandair,2021-10-25,2021-10-28,2021-11-02,AMS,45535
Icelandair,2021-10-25,2021-10-28,2021-11-03,AMS,45535
Icelandair,2021-10-25,2021-10-28,2021-11-04,AMS,45535
Icelandair,2021-10-25,2021-10-28,2021-11-05,AMS,45535
Icelandair,2021-10-25,2021-10-28,2021-11-06,AMS,45535
Icelandair,2021-10-25,2021-10-28,2021-11-07,AMS,43835
Icelandair,2021-10-25,2021-10-28,2021-11-08,AMS,43835
Icelandair,2021-10-25,2021-10-28,2021-11-09,AMS,43835
Icelandair,2021-10-25,2021-10-28,2021-11-10,AMS,43835
Icelandair,2021-10-25,2021-10-28,2021-11-11,AMS,43835
Icelandair,2021-10-25,2021-10-28,2021-11-12,AMS,43835
Icelandair,2021-10-25,2021-10-28,2021-11-13,AMS,43835
Icelandair,2021-10-25,2021-10-28,2021-11-14,AMS,42035
Icelandair,2021-10-25,2021-10-28,2021-11-15,AMS,42035
Icelandair,2021-10-25,2021-10-28,2021-11-16,AMS,43835
Icelandair,2021-10-25,2021-10-28,2021-11-17,AMS,43835
Icelandair,2021-10-25,2021-10-28,2021-11-18,AMS,43835
Icelandair,2021-10-25,2021-10-28,2021-11-19,AMS,43835
Icelandair,2021-10-25,2021-10-29,2021-10-30,AMS,63535
Icelandair,2021-10-25,2021-10-29,2021-10-31,AMS,47535
Icelandair,2021-10-25,2021-10-29,2021-11-01,AMS,43835
Icelandair,2021-10-25,2021-10-29,2021-11-02,AMS,45535
Icelandair,2021-10-25,2021-10-29,2021-11-03,AMS,45535
Icelandair,2021-10-25,2021-10-29,2021-11-04,AMS,45535
Icelandair,2021-10-25,2021-10-29,2021-11-05,AMS,45535
Icelandair,2021-10-25,2021-10-29,2021-11-06,AMS,45535
Icelandair,2021-10-25,2021-10-29,2021-11-07,AMS,43835
Icelandair,2021-10-25,2021-10-29,2021-11-08,AMS,43835
Icelandair,2021-10-25,2021-10-29,2021-11-09,AMS,43835
Icelandair,2021-10-25,2021-10-29,2021-11-10,AMS,43835
Icelandair,2021-10-25,2021-10-29,2021-11-11,AMS,43835
Icelandair,2021-10-25,2021-10-29,2021-11-12,AMS,43835
Icelandair,2021-10-25,2021-10-29,2021-11-13,AMS,43835
Icelandair,2021-10-25,2021-10-29,2021-11-14,AMS,42035
Icelandair,2021-10-25,2021-10-29,2021-11-15,AMS,42035
Icelandair,2021-10-25,2021-10-29,2021-11-16,AMS,43835
Icelandair,2021-10-25,2021-10-29,2021-11-17,AMS,43835
Icelandair,2021-10-25,2021-10-29,2021-11-18,AMS,43835
Icelandair,2021-10-25,2021-10-29,2021-11-19,AMS,43835
Icelandair,2021-10-25,2021-10-29,2021-11-20,AMS,42035
Icelandair,2021-10-25,2021-10-30,2021-10-31,AMS,47535
Icelandair,2021-10-25,2021-10-30,2021-11-01,AMS,43835
Icelandair,2021-10-25,2021-10-30,2021-11-02,AMS,45535
Icelandair,2021-10-25,2021-10-30,2021-11-03,AMS,45535
Icelandair,2021-10-25,2021-10-30,2021-11-04,AMS,45535
Icelandair,2021-10-25,2021-10-30,2021-11-05,AMS,45535
Icelandair,2021-10-25,2021-10-30,2021-11-06,AMS,45535
Icelandair,2021-10-25,2021-10-30,2021-11-07,AMS,43835
Icelandair,2021-10-25,2021-10-30,2021-11-08,AMS,43835
Icelandair,2021-10-25,2021-10-30,2021-11-09,AMS,43835
Icelandair,2021-10-25,2021-10-30,2021-11-10,AMS,43835
Icelandair,2021-10-25,2021-10-30,2021-11-11,AMS,43835
Icelandair,2021-10-25,2021-10-30,2021-11-12,AMS,43835
Icelandair,2021-10-25,2021-10-30,2021-11-13,AMS,43835
Icelandair,2021-10-25,2021-10-30,2021-11-14,AMS,42035
Icelandair,2021-10-25,2021-10-30,2021-11-15,AMS,42035
Icelandair,2021-10-25,2021-10-30,2021-11-16,AMS,43835
Icelandair,2021-10-25,2021-10-30,2021-11-17,AMS,43835
Icelandair,2021-10-25,2021-10-30,2021-11-18,AMS,43835
Icelandair,2021-10-25,2021-10-30,2021-11-19,AMS,43835
Icelandair,2021-10-25,2021-10-30,2021-11-20,AMS,42035
Icelandair,2021-10-25,2021-10-30,2021-11-21,AMS,42035
Icelandair,2021-10-25,2021-10-31,2021-11-01,AMS,84525
Icelandair,2021-10-25,2021-10-31,2021-11-02,AMS,86525
Icelandair,2021-10-25,2021-10-31,2021-11-03,AMS,78525
Icelandair,2021-10-25,2021-10-31,2021-11-04,AMS,78525
Icelandair,2021-10-25,2021-10-31,2021-11-05,AMS,78525
Icelandair,2021-10-25,2021-10-31,2021-11-06,AMS,78525
Icelandair,2021-10-25,2021-10-31,2021-11-07,AMS,76825
Icelandair,2021-10-25,2021-10-31,2021-11-08,AMS,76825
Icelandair,2021-10-25,2021-10-31,2021-11-09,AMS,76825
Icelandair,2021-10-25,2021-10-31,2021-11-10,AMS,76825
Icelandair,2021-10-25,2021-10-31,2021-11-11,AMS,76825
Icelandair,2021-10-25,2021-10-31,2021-11-12,AMS,76825
Icelandair,2021-10-25,2021-10-31,2021-11-13,AMS,76825
Icelandair,2021-10-25,2021-10-31,2021-11-14,AMS,75025
Icelandair,2021-10-25,2021-10-31,2021-11-15,AMS,75025
Icelandair,2021-10-25,2021-10-31,2021-11-16,AMS,76825
Icelandair,2021-10-25,2021-10-31,2021-11-17,AMS,76825
Icelandair,2021-10-25,2021-10-31,2021-11-18,AMS,76825
Icelandair,2021-10-25,2021-10-31,2021-11-19,AMS,76825
Icelandair,2021-10-25,2021-10-31,2021-11-20,AMS,75025
Icelandair,2021-10-25,2021-10-31,2021-11-21,AMS,75025
Icelandair,2021-10-25,2021-10-31,2021-11-22,AMS,75025
Icelandair,2021-10-25,2021-11-01,2021-11-02,AMS,59535
Icelandair,2021-10-25,2021-11-01,2021-11-03,AMS,59535
Icelandair,2021-10-25,2021-11-01,2021-11-04,AMS,41835
Icelandair,2021-10-25,2021-11-01,2021-11-05,AMS,41835
Icelandair,2021-10-25,2021-11-01,2021-11-06,AMS,41835
Icelandair,2021-10-25,2021-11-01,2021-11-07,AMS,40035
Icelandair,2021-10-25,2021-11-01,2021-11-08,AMS,40035
Icelandair,2021-10-25,2021-11-01,2021-11-09,AMS,40035
Icelandair,2021-10-25,2021-11-01,2021-11-10,AMS,40035
Icelandair,2021-10-25,2021-11-01,2021-11-11,AMS,40035
Icelandair,2021-10-25,2021-11-01,2021-11-12,AMS,40035
Icelandair,2021-10-25,2021-11-01,2021-11-13,AMS,40035
Icelandair,2021-10-25,2021-11-01,2021-11-14,AMS,38335
Icelandair,2021-10-25,2021-11-01,2021-11-15,AMS,38335
Icelandair,2021-10-25,2021-11-01,2021-11-16,AMS,40035
Icelandair,2021-10-25,2021-11-01,2021-11-17,AMS,40035
Icelandair,2021-10-25,2021-11-01,2021-11-18,AMS,40035
Icelandair,2021-10-25,2021-11-01,2021-11-19,AMS,40035
Icelandair,2021-10-25,2021-11-01,2021-11-20,AMS,38335
Icelandair,2021-10-25,2021-11-01,2021-11-21,AMS,38335
Icelandair,2021-10-25,2021-11-01,2021-11-22,AMS,38335
Icelandair,2021-10-25,2021-11-01,2021-11-23,AMS,38335
Icelandair,2021-10-25,2021-11-02,2021-11-03,AMS,59535
Icelandair,2021-10-25,2021-11-02,2021-11-04,AMS,59535
Icelandair,2021-10-25,2021-11-02,2021-11-05,AMS,41835
Icelandair,2021-10-25,2021-11-02,2021-11-06,AMS,41835
Icelandair,2021-10-25,2021-11-02,2021-11-07,AMS,40035
Icelandair,2021-10-25,2021-11-02,2021-11-08,AMS,40035
Icelandair,2021-10-25,2021-11-02,2021-11-09,AMS,40035
Icelandair,2021-10-25,2021-11-02,2021-11-10,AMS,40035
Icelandair,2021-10-25,2021-11-02,2021-11-11,AMS,40035
Icelandair,2021-10-25,2021-11-02,2021-11-12,AMS,40035
Icelandair,2021-10-25,2021-11-02,2021-11-13,AMS,40035
Icelandair,2021-10-25,2021-11-02,2021-11-14,AMS,38335
Icelandair,2021-10-25,2021-11-02,2021-11-15,AMS,38335
Icelandair,2021-10-25,2021-11-02,2021-11-16,AMS,40035
Icelandair,2021-10-25,2021-11-02,2021-11-17,AMS,40035
Icelandair,2021-10-25,2021-11-02,2021-11-18,AMS,40035
Icelandair,2021-10-25,2021-11-02,2021-11-19,AMS,40035
Icelandair,2021-10-25,2021-11-02,2021-11-20,AMS,38335
Icelandair,2021-10-25,2021-11-02,2021-11-21,AMS,38335
Icelandair,2021-10-25,2021-11-02,2021-11-22,AMS,38335
