,CreationDate,Date,Type,Scheduled,Destination,FlightNumber,Airline,Confirmed
2629,2021-09-05,2021-11-03,Departure,16:10,Kaupmannahöfn,FI216,Icelandair,Á áætlun
2630,2021-09-05,2021-11-03,Departure,16:20,London Heathrow,FI454,Icelandair,Á áætlun
2631,2021-09-05,2021-11-03,Departure,16:45,Chicago,FI853,Icelandair,Á áætlun
2632,2021-09-05,2021-11-03,Departure,16:45,Minneapolis St Paul,FI657,Icelandair,Á áætlun
2633,2021-09-05,2021-11-03,Departure,16:50,Washington Dulles,FI645,Icelandair,Á áætlun
2634,2021-09-05,2021-11-03,Departure,16:55,Denver,FI671,Icelandair,Á áætlun
2635,2021-09-05,2021-11-03,Departure,17:00,New York JFK,FI615,Icelandair,Á áætlun
2636,2021-09-05,2021-11-03,Departure,17:00,New York Newark,FI623,Icelandair,Á áætlun
2637,2021-09-05,2021-11-03,Departure,17:05,Toronto,FI603,Icelandair,Á áætlun
2638,2021-09-05,2021-11-03,Departure,17:05,Seattle,FI681,Icelandair,Á áætlun
2639,2021-09-05,2021-11-03,Departure,17:15,Boston,FI631,Icelandair,Á áætlun
2640,2021-09-05,2021-11-03,Departure,17:15,Orlando,FI689,Icelandair,Á áætlun
2641,2021-09-05,2021-11-03,Departure,19:30,London Gatwick,EZY8508,EasyJet,Á áætlun
2642,2021-09-05,2021-11-03,Departure,19:55,Amsterdam,HV6888,Transavia,Á áætlun
2643,2021-09-05,2021-11-03,Departure,20:35,Gdansk,W61774,Wizz Air,Á áætlun
2644,2021-09-05,2021-11-04,Departure,01:10,Varsjá,W61540,Wizz Air,Á áætlun
2645,2021-09-05,2021-11-04,Departure,06:00,París CDG,OG400,Play,Á áætlun
2646,2021-09-05,2021-11-04,Departure,06:30,Kaupmannahöfn,OG900,Play,Á áætlun
2647,2021-09-05,2021-11-04,Departure,07:20,Zurich,FI568,Icelandair,Á áætlun
2648,2021-09-05,2021-11-04,Departure,07:20,Munchen,FI532,Icelandair,Á áætlun
2649,2021-09-05,2021-11-04,Departure,07:25,Frankfurt,FI520,Icelandair,Á áætlun
2650,2021-09-05,2021-11-04,Departure,07:30,Helsinki,FI342,Icelandair,Á áætlun
2651,2021-09-05,2021-11-04,Departure,07:35,París CDG,FI542,Icelandair,Á áætlun
2652,2021-09-05,2021-11-04,Departure,07:35,Glasgow,FI430,Icelandair,Á áætlun
2653,2021-09-05,2021-11-04,Departure,07:35,Dusseldorf,FI578,Icelandair,Á áætlun
2654,2021-09-05,2021-11-04,Departure,07:35,Stokkhólmur,FI306,Icelandair,Á áætlun
2655,2021-09-05,2021-11-04,Departure,07:40,Hamborg,FI510,Icelandair,Á áætlun
2656,2021-09-05,2021-11-04,Departure,07:40,London Heathrow,FI450,Icelandair,Á áætlun
2657,2021-09-05,2021-11-04,Departure,07:40,Amsterdam,FI500,Icelandair,Á áætlun
2658,2021-09-05,2021-11-04,Departure,07:40,Brussel,FI554,Icelandair,Á áætlun
2659,2021-09-05,2021-11-04,Departure,07:40,Berlin Brandenburg,FI528,Icelandair,Á áætlun
2660,2021-09-05,2021-11-04,Departure,07:45,Kaupmannahöfn,FI204,Icelandair,Á áætlun
2661,2021-09-05,2021-11-04,Departure,07:45,London Gatwick,FI470,Icelandair,Á áætlun
2662,2021-09-05,2021-11-04,Departure,07:45,Dublin,FI416,Icelandair,Á áætlun
2663,2021-09-05,2021-11-04,Departure,07:50,Osló,FI318,Icelandair,Á áætlun
2664,2021-09-05,2021-11-04,Departure,08:00,Manchester,FI440,Icelandair,Á áætlun
2665,2021-09-05,2021-11-04,Departure,08:00,Kaupmannahöfn,FI206,Icelandair,Á áætlun
2666,2021-09-05,2021-11-04,Departure,08:20,Porto,NO4912,Neos,Á áætlun
2667,2021-09-05,2021-11-04,Departure,08:20,Alicante,FI1582,Icelandair,Á áætlun
2668,2021-09-05,2021-11-04,Departure,08:25,París CDG,FI544,Icelandair,Á áætlun
2669,2021-09-05,2021-11-04,Departure,10:25,Vín,W62858,Wizz Air,Á áætlun
2670,2021-09-05,2021-11-04,Departure,10:55,Rome Fiumicino,W68266,Wizz Air,Á áætlun
2671,2021-09-05,2021-11-04,Departure,11:15,Manchester,EZY1806,EasyJet,Á áætlun
2672,2021-09-05,2021-11-04,Departure,11:15,London Stansted,LS4098,JET2.Com,Á áætlun
2673,2021-09-05,2021-11-04,Departure,11:45,Birmingham,LS4090,JET2.Com,Á áætlun
2674,2021-09-05,2021-11-04,Departure,11:50,Napoli Capodichino,W68434,Wizz Air,Á áætlun
2675,2021-09-05,2021-11-04,Departure,12:15,London Heathrow,BA895,British Airways,Á áætlun
2676,2021-09-05,2021-11-04,Departure,12:15,Manchester,LS4088,JET2.Com,Á áætlun
2677,2021-09-05,2021-11-04,Departure,12:40,Kaupmannahöfn,SK596,SAS,Á áætlun
2678,2021-09-05,2021-11-04,Departure,12:45,Osló,SK4788,SAS,Á áætlun
2679,2021-09-05,2021-11-04,Departure,14:00,Kaupmannahöfn,FI212,Icelandair,Á áætlun
2680,2021-09-05,2021-11-04,Departure,14:55,Frankfurt,LH857,Lufthansa,Á áætlun
2681,2021-09-05,2021-11-04,Departure,15:30,Berlin Brandenburg,OG704,Play,Á áætlun
2682,2021-09-05,2021-11-04,Departure,15:55,Bristol,EZY6022,EasyJet,Á áætlun
2683,2021-09-05,2021-11-04,Departure,16:00,London Stansted,OG804,Play,Á áætlun
2684,2021-09-05,2021-11-04,Departure,16:10,Amsterdam,FI504,Icelandair,Á áætlun
2685,2021-09-05,2021-11-04,Departure,16:10,Kaupmannahöfn,FI216,Icelandair,Á áætlun
2686,2021-09-05,2021-11-04,Departure,16:20,London Heathrow,FI454,Icelandair,Á áætlun
2687,2021-09-05,2021-11-04,Departure,16:45,Minneapolis St Paul,FI657,Icelandair,Á áætlun
2688,2021-09-05,2021-11-04,Departure,16:45,Chicago,FI853,Icelandair,Á áætlun
2689,2021-09-05,2021-11-04,Departure,16:50,Washington Dulles,FI645,Icelandair,Á áætlun
2690,2021-09-05,2021-11-04,Departure,16:55,Denver,FI671,Icelandair,Á áætlun
2691,2021-09-05,2021-11-04,Departure,17:00,New York JFK,FI615,Icelandair,Á áætlun
2692,2021-09-05,2021-11-04,Departure,17:00,New York Newark,FI623,Icelandair,Á áætlun
2693,2021-09-05,2021-11-04,Departure,17:05,Toronto,FI603,Icelandair,Á áætlun
2694,2021-09-05,2021-11-04,Departure,17:05,Seattle,FI681,Icelandair,Á áætlun
2695,2021-09-05,2021-11-04,Departure,17:15,Boston,FI631,Icelandair,Á áætlun
2696,2021-09-05,2021-11-04,Departure,17:15,Vancouver,FI697,Icelandair,Á áætlun
2697,2021-09-05,2021-11-04,Departure,17:15,Orlando,FI689,Icelandair,Á áætlun
2698,2021-09-05,2021-11-04,Departure,18:05,London Luton,EZY2298,EasyJet,Á áætlun
2699,2021-09-05,2021-11-04,Departure,18:50,Wroclaw,W61898,Wizz Air,Á áætlun
2700,2021-09-05,2021-11-04,Departure,19:30,London Gatwick,EZY8508,EasyJet,Á áætlun
2701,2021-09-05,2021-11-04,Departure,21:15,Katowice,W61168,Wizz Air,Á áætlun
2702,2021-09-05,2021-11-04,Departure,21:30,Búdapest,W62428,Wizz Air,Á áætlun
2703,2021-09-05,2021-11-04,Departure,21:35,London Luton,W94498,Wizz Air,Á áætlun
2704,2021-09-05,2021-11-05,Departure,01:10,Varsjá,W61540,Wizz Air,Á áætlun
2705,2021-09-05,2021-11-05,Departure,06:00,Berlin Brandenburg,OG700,Play,Á áætlun
2706,2021-09-05,2021-11-05,Departure,06:30,London Stansted,OG800,Play,Á áætlun
2707,2021-09-05,2021-11-05,Departure,07:20,Munchen,FI532,Icelandair,Á áætlun
2708,2021-09-05,2021-11-05,Departure,07:20,Zurich,FI568,Icelandair,Á áætlun
2709,2021-09-05,2021-11-05,Departure,07:25,Frankfurt,FI520,Icelandair,Á áætlun
2710,2021-09-05,2021-11-05,Departure,07:30,Helsinki,FI342,Icelandair,Á áætlun
2711,2021-09-05,2021-11-05,Departure,07:35,París CDG,FI542,Icelandair,Á áætlun
2712,2021-09-05,2021-11-05,Departure,07:35,Stokkhólmur,FI306,Icelandair,Á áætlun
2713,2021-09-05,2021-11-05,Departure,07:35,Glasgow,FI430,Icelandair,Á áætlun
2714,2021-09-05,2021-11-05,Departure,07:40,Berlin Brandenburg,FI528,Icelandair,Á áætlun
2715,2021-09-05,2021-11-05,Departure,07:40,Amsterdam,FI500,Icelandair,Á áætlun
2716,2021-09-05,2021-11-05,Departure,07:40,Brussel,FI554,Icelandair,Á áætlun
2717,2021-09-05,2021-11-05,Departure,07:40,Hamborg,FI510,Icelandair,Á áætlun
2718,2021-09-05,2021-11-05,Departure,07:40,London Heathrow,FI450,Icelandair,Á áætlun
2719,2021-09-05,2021-11-05,Departure,07:45,Kaupmannahöfn,FI204,Icelandair,Á áætlun
2720,2021-09-05,2021-11-05,Departure,07:45,London Gatwick,FI470,Icelandair,Á áætlun
2721,2021-09-05,2021-11-05,Departure,07:45,París CDG,FI544,Icelandair,Á áætlun
2722,2021-09-05,2021-11-05,Departure,07:45,Dublin,FI416,Icelandair,Á áætlun
2723,2021-09-05,2021-11-05,Departure,07:50,Osló,FI318,Icelandair,Á áætlun
2724,2021-09-05,2021-11-05,Departure,08:00,Manchester,FI440,Icelandair,Á áætlun
2725,2021-09-05,2021-11-05,Departure,08:00,Kaupmannahöfn,FI206,Icelandair,Á áætlun
2726,2021-09-05,2021-11-05,Departure,10:35,Mílanó,W65566,Wizz Air,Á áætlun
2727,2021-09-05,2021-11-05,Departure,11:10,Amsterdam,HV6888,Transavia,Á áætlun
2728,2021-09-05,2021-11-05,Departure,11:20,Kaupmannahöfn,SK596,SAS,Á áætlun
2729,2021-09-05,2021-11-05,Departure,11:25,Vagar,RC402,Atlantic Airways,Á áætlun
2730,2021-09-05,2021-11-05,Departure,12:20,London Gatwick,EZY8504,EasyJet,Á áætlun
2731,2021-09-05,2021-11-05,Departure,12:25,London Heathrow,BA895,British Airways,Á áætlun
2732,2021-09-05,2021-11-05,Departure,12:45,Osló,SK4788,SAS,Á áætlun
2733,2021-09-05,2021-11-05,Departure,14:00,Kaupmannahöfn,FI212,Icelandair,Á áætlun
2734,2021-09-05,2021-11-05,Departure,15:30,París CDG,OG404,Play,Á áætlun
2735,2021-09-05,2021-11-05,Departure,16:00,Kaupmannahöfn,OG904,Play,Á áætlun
2736,2021-09-05,2021-11-05,Departure,16:10,Kaupmannahöfn,FI216,Icelandair,Á áætlun
2737,2021-09-05,2021-11-05,Departure,16:20,London Heathrow,FI454,Icelandair,Á áætlun
2738,2021-09-05,2021-11-05,Departure,16:45,Chicago,FI853,Icelandair,Á áætlun
2739,2021-09-05,2021-11-05,Departure,16:45,Minneapolis St Paul,FI657,Icelandair,Á áætlun
2740,2021-09-05,2021-11-05,Departure,16:45,Riga,BT170,Air Baltic,Á áætlun
2741,2021-09-05,2021-11-05,Departure,16:50,Washington Dulles,FI645,Icelandair,Á áætlun
2742,2021-09-05,2021-11-05,Departure,16:55,Denver,FI671,Icelandair,Á áætlun
2743,2021-09-05,2021-11-05,Departure,17:00,New York JFK,FI615,Icelandair,Á áætlun
2744,2021-09-05,2021-11-05,Departure,17:00,New York Newark,FI623,Icelandair,Á áætlun
2745,2021-09-05,2021-11-05,Departure,17:05,Toronto,FI603,Icelandair,Á áætlun
2746,2021-09-05,2021-11-05,Departure,17:05,Seattle,FI681,Icelandair,Á áætlun
2747,2021-09-05,2021-11-05,Departure,17:15,Boston,FI631,Icelandair,Á áætlun
2748,2021-09-05,2021-11-05,Departure,17:15,Orlando,FI689,Icelandair,Á áætlun
2749,2021-09-05,2021-11-05,Departure,18:50,Kraká,W65054,Wizz Air,Á áætlun
2750,2021-09-05,2021-11-05,Departure,19:30,London Luton,EZY2298,EasyJet,Á áætlun
2751,2021-09-05,2021-11-05,Departure,20:25,Vilnius,W68090,Wizz Air,Á áætlun
2752,2021-09-05,2021-11-05,Departure,22:05,Gdansk,W61774,Wizz Air,Á áætlun
2753,2021-09-05,2021-11-06,Departure,01:10,Varsjá,W61540,Wizz Air,Á áætlun
2754,2021-09-05,2021-11-06,Departure,07:20,Munchen,FI532,Icelandair,Á áætlun
2755,2021-09-05,2021-11-06,Departure,07:20,Zurich,FI568,Icelandair,Á áætlun
2756,2021-09-05,2021-11-06,Departure,07:25,Frankfurt,FI520,Icelandair,Á áætlun
2757,2021-09-05,2021-11-06,Departure,07:30,Helsinki,FI342,Icelandair,Á áætlun
2758,2021-09-05,2021-11-06,Departure,07:35,París CDG,FI542,Icelandair,Á áætlun
2759,2021-09-05,2021-11-06,Departure,07:35,Glasgow,FI430,Icelandair,Á áætlun
2760,2021-09-05,2021-11-06,Departure,07:35,Dusseldorf,FI578,Icelandair,Á áætlun
2761,2021-09-05,2021-11-06,Departure,07:35,Stokkhólmur,FI306,Icelandair,Á áætlun
2762,2021-09-05,2021-11-06,Departure,07:40,London Heathrow,FI450,Icelandair,Á áætlun
2763,2021-09-05,2021-11-06,Departure,07:40,Amsterdam,FI500,Icelandair,Á áætlun
2764,2021-09-05,2021-11-06,Departure,07:40,Berlin Brandenburg,FI528,Icelandair,Á áætlun
2765,2021-09-05,2021-11-06,Departure,07:40,Brussel,FI554,Icelandair,Á áætlun
2766,2021-09-05,2021-11-06,Departure,07:45,Kaupmannahöfn,FI204,Icelandair,Á áætlun
2767,2021-09-05,2021-11-06,Departure,07:45,London Gatwick,FI470,Icelandair,Á áætlun
2768,2021-09-05,2021-11-06,Departure,07:45,Dublin,FI416,Icelandair,Á áætlun
2769,2021-09-05,2021-11-06,Departure,07:45,París CDG,FI544,Icelandair,Á áætlun
2770,2021-09-05,2021-11-06,Departure,07:50,Osló,FI318,Icelandair,Á áætlun
2771,2021-09-05,2021-11-06,Departure,08:00,Manchester,FI440,Icelandair,Á áætlun
2772,2021-09-05,2021-11-06,Departure,08:00,Kaupmannahöfn,FI206,Icelandair,Á áætlun
2773,2021-09-05,2021-11-06,Departure,08:20,Alicante,FI1582,Icelandair,Á áætlun
2774,2021-09-05,2021-11-06,Departure,08:20,Tenerife South,FI580,Icelandair,Á áætlun
2775,2021-09-05,2021-11-06,Departure,08:25,Hamborg,FI510,Icelandair,Á áætlun
2776,2021-09-05,2021-11-06,Departure,08:50,Tenerife South,FI582,Icelandair,Á áætlun
2777,2021-09-05,2021-11-06,Departure,09:00,Tenerife South,OG620,Play,Á áætlun
2778,2021-09-05,2021-11-06,Departure,09:30,París Orly,TO4059,Transavia,Á áætlun
2779,2021-09-05,2021-11-06,Departure,09:40,London Luton,W94498,Wizz Air,Á áætlun
2780,2021-09-05,2021-11-06,Departure,10:20,London Luton,EZY2296,EasyJet,Á áætlun
2781,2021-09-05,2021-11-06,Departure,10:25,Vín,W62858,Wizz Air,Á áætlun
2782,2021-09-05,2021-11-06,Departure,10:55,Rome Fiumicino,W68266,Wizz Air,Á áætlun
2783,2021-09-05,2021-11-06,Departure,11:15,Manchester,EZY1806,EasyJet,Á áætlun
2784,2021-09-05,2021-11-06,Departure,11:15,Kaupmannahöfn,SK596,SAS,Á áætlun
2785,2021-09-05,2021-11-06,Departure,11:30,London Heathrow,BA895,British Airways,Á áætlun
2786,2021-09-05,2021-11-06,Departure,12:45,Osló,SK4788,SAS,Á áætlun
2787,2021-09-05,2021-11-06,Departure,14:00,Kaupmannahöfn,FI212,Icelandair,Á áætlun
2788,2021-09-05,2021-11-06,Departure,16:10,Kaupmannahöfn,FI216,Icelandair,Á áætlun
2789,2021-09-05,2021-11-06,Departure,16:20,London Heathrow,FI454,Icelandair,Á áætlun
2790,2021-09-05,2021-11-06,Departure,16:45,Minneapolis St Paul,FI657,Icelandair,Á áætlun
2791,2021-09-05,2021-11-06,Departure,16:45,Chicago,FI853,Icelandair,Á áætlun
2792,2021-09-05,2021-11-06,Departure,16:50,Washington Dulles,FI645,Icelandair,Á áætlun
2793,2021-09-05,2021-11-06,Departure,16:55,Denver,FI671,Icelandair,Á áætlun
2794,2021-09-05,2021-11-06,Departure,17:00,New York JFK,FI615,Icelandair,Á áætlun
2795,2021-09-05,2021-11-06,Departure,17:00,New York Newark,FI623,Icelandair,Á áætlun
2796,2021-09-05,2021-11-06,Departure,17:05,Nuuk,GL711,Air Greenland,Á áætlun
2797,2021-09-05,2021-11-06,Departure,17:05,Toronto,FI603,Icelandair,Á áætlun
2798,2021-09-05,2021-11-06,Departure,17:05,Seattle,FI681,Icelandair,Á áætlun
2799,2021-09-05,2021-11-06,Departure,17:15,Boston,FI631,Icelandair,Á áætlun
2800,2021-09-05,2021-11-06,Departure,17:15,Orlando,FI689,Icelandair,Á áætlun
2801,2021-09-05,2021-11-06,Departure,17:15,Vancouver,FI697,Icelandair,Á áætlun
2802,2021-09-05,2021-11-06,Departure,19:30,London Gatwick,EZY8508,EasyJet,Á áætlun
2803,2021-09-05,2021-11-06,Departure,21:15,Katowice,W61168,Wizz Air,Á áætlun
2804,2021-09-05,2021-11-06,Departure,21:35,Búdapest,W62428,Wizz Air,Á áætlun
2805,2021-09-05,2021-11-07,Departure,06:00,Berlin Brandenburg,OG700,Play,Á áætlun
2806,2021-09-05,2021-11-07,Departure,06:00,París CDG,OG400,Play,Á áætlun
2807,2021-09-05,2021-11-07,Departure,07:20,Zurich,FI568,Icelandair,Á áætlun
2808,2021-09-05,2021-11-07,Departure,07:20,Munchen,FI532,Icelandair,Á áætlun
2809,2021-09-05,2021-11-07,Departure,07:25,Frankfurt,FI520,Icelandair,Á áætlun
2810,2021-09-05,2021-11-07,Departure,07:30,Helsinki,FI342,Icelandair,Á áætlun
2811,2021-09-05,2021-11-07,Departure,07:35,París CDG,FI542,Icelandair,Á áætlun
2812,2021-09-05,2021-11-07,Departure,07:35,Glasgow,FI430,Icelandair,Á áætlun
2813,2021-09-05,2021-11-07,Departure,07:35,Stokkhólmur,FI306,Icelandair,Á áætlun
2814,2021-09-05,2021-11-07,Departure,07:40,Hamborg,FI510,Icelandair,Á áætlun
2815,2021-09-05,2021-11-07,Departure,07:40,London Heathrow,FI450,Icelandair,Á áætlun
2816,2021-09-05,2021-11-07,Departure,07:40,Amsterdam,FI500,Icelandair,Á áætlun
2817,2021-09-05,2021-11-07,Departure,07:40,Berlin Brandenburg,FI528,Icelandair,Á áætlun
2818,2021-09-05,2021-11-07,Departure,07:40,Brussel,FI554,Icelandair,Á áætlun
2819,2021-09-05,2021-11-07,Departure,07:45,Kaupmannahöfn,FI204,Icelandair,Á áætlun
2820,2021-09-05,2021-11-07,Departure,07:45,London Gatwick,FI470,Icelandair,Á áætlun
2821,2021-09-05,2021-11-07,Departure,07:45,Dublin,FI416,Icelandair,Á áætlun
2822,2021-09-05,2021-11-07,Departure,07:45,París CDG,FI544,Icelandair,Á áætlun
2823,2021-09-05,2021-11-07,Departure,07:50,Osló,FI318,Icelandair,Á áætlun
2824,2021-09-05,2021-11-07,Departure,08:00,Manchester,FI440,Icelandair,Á áætlun
2825,2021-09-05,2021-11-07,Departure,08:00,Kaupmannahöfn,FI206,Icelandair,Á áætlun
2826,2021-09-05,2021-11-07,Departure,08:20,Dusseldorf,FI578,Icelandair,Á áætlun
2827,2021-09-05,2021-11-07,Departure,08:20,Tenerife South,FI580,Icelandair,Á áætlun
2828,2021-09-05,2021-11-07,Departure,09:15,Kaupmannahöfn,SK596,SAS,Á áætlun
2829,2021-09-05,2021-11-07,Departure,09:55,London Luton,EZY2296,EasyJet,Á áætlun
2830,2021-09-05,2021-11-07,Departure,11:10,London Gatwick,EZY8504,EasyJet,Á áætlun
2831,2021-09-05,2021-11-07,Departure,11:25,Bristol,EZY6022,EasyJet,Á áætlun
2832,2021-09-05,2021-11-07,Departure,11:50,Napoli Capodichino,W68434,Wizz Air,Á áætlun
2833,2021-09-05,2021-11-07,Departure,11:55,Osló,SK4788,SAS,Á áætlun
2834,2021-09-05,2021-11-07,Departure,12:20,London Heathrow,BA895,British Airways,Á áætlun
2835,2021-09-05,2021-11-07,Departure,14:00,Kaupmannahöfn,FI212,Icelandair,Á áætlun
2836,2021-09-05,2021-11-07,Departure,14:55,Frankfurt,LH857,Lufthansa,Á áætlun
2837,2021-09-05,2021-11-07,Departure,16:00,London Stansted,OG804,Play,Á áætlun
2838,2021-09-05,2021-11-07,Departure,16:00,Kaupmannahöfn,OG904,Play,Á áætlun
2839,2021-09-05,2021-11-07,Departure,16:10,Stokkhólmur,FI312,Icelandair,Á áætlun
2840,2021-09-05,2021-11-07,Departure,16:10,Amsterdam,FI504,Icelandair,Á áætlun
2841,2021-09-05,2021-11-07,Departure,16:10,Kaupmannahöfn,FI216,Icelandair,Á áætlun
2842,2021-09-05,2021-11-07,Departure,16:20,London Heathrow,FI454,Icelandair,Á áætlun
2843,2021-09-05,2021-11-07,Departure,16:25,Osló,FI324,Icelandair,Á áætlun
2844,2021-09-05,2021-11-07,Departure,16:30,London Gatwick,FI476,Icelandair,Á áætlun
2845,2021-09-05,2021-11-07,Departure,16:45,Minneapolis St Paul,FI657,Icelandair,Á áætlun
2846,2021-09-05,2021-11-07,Departure,16:45,Chicago,FI853,Icelandair,Á áætlun
2847,2021-09-05,2021-11-07,Departure,16:50,Washington Dulles,FI645,Icelandair,Á áætlun
2848,2021-09-05,2021-11-07,Departure,16:55,Denver,FI671,Icelandair,Á áætlun
2849,2021-09-05,2021-11-07,Departure,17:00,New York JFK,FI615,Icelandair,Á áætlun
2850,2021-09-05,2021-11-07,Departure,17:00,New York Newark,FI623,Icelandair,Á áætlun
2851,2021-09-05,2021-11-07,Departure,17:05,Toronto,FI603,Icelandair,Á áætlun
2852,2021-09-05,2021-11-07,Departure,17:05,Seattle,FI681,Icelandair,Á áætlun
2853,2021-09-05,2021-11-07,Departure,17:15,Boston,FI631,Icelandair,Á áætlun
2854,2021-09-05,2021-11-07,Departure,17:15,Vancouver,FI697,Icelandair,Á áætlun
2855,2021-09-05,2021-11-07,Departure,17:15,Orlando,FI689,Icelandair,Á áætlun
2856,2021-09-05,2021-11-07,Departure,17:50,Riga,BT170,Air Baltic,Á áætlun
2857,2021-09-05,2021-11-07,Departure,19:55,Amsterdam,HV6886,Transavia,Á áætlun
2858,2021-09-05,2021-11-07,Departure,21:10,Edinborg,EZY6942,EasyJet,Á áætlun
2859,2021-09-05,2021-11-07,Departure,21:35,Wroclaw,W61898,Wizz Air,Á áætlun
2860,2021-09-05,2021-11-08,Departure,01:10,Varsjá,W61540,Wizz Air,Á áætlun
2861,2021-09-05,2021-11-08,Departure,06:30,London Stansted,OG800,Play,Á áætlun
2862,2021-09-05,2021-11-08,Departure,06:30,Kaupmannahöfn,OG900,Play,Á áætlun
2863,2021-09-05,2021-11-08,Departure,07:20,Zurich,FI568,Icelandair,Á áætlun
2864,2021-09-05,2021-11-08,Departure,07:20,Munchen,FI532,Icelandair,Á áætlun
2865,2021-09-05,2021-11-08,Departure,07:25,Frankfurt,FI520,Icelandair,Á áætlun
2866,2021-09-05,2021-11-08,Departure,07:30,Helsinki,FI342,Icelandair,Á áætlun
2867,2021-09-05,2021-11-08,Departure,07:35,París CDG,FI542,Icelandair,Á áætlun
2868,2021-09-05,2021-11-08,Departure,07:35,Glasgow,FI430,Icelandair,Á áætlun
2869,2021-09-05,2021-11-08,Departure,07:35,Dusseldorf,FI578,Icelandair,Á áætlun
2870,2021-09-05,2021-11-08,Departure,07:35,Stokkhólmur,FI306,Icelandair,Á áætlun
2871,2021-09-05,2021-11-08,Departure,07:40,Hamborg,FI510,Icelandair,Á áætlun
2872,2021-09-05,2021-11-08,Departure,07:40,London Heathrow,FI450,Icelandair,Á áætlun
2873,2021-09-05,2021-11-08,Departure,07:40,Amsterdam,FI500,Icelandair,Á áætlun
2874,2021-09-05,2021-11-08,Departure,07:40,Berlin Brandenburg,FI528,Icelandair,Á áætlun
2875,2021-09-05,2021-11-08,Departure,07:40,Brussel,FI554,Icelandair,Á áætlun
2876,2021-09-05,2021-11-08,Departure,07:45,Kaupmannahöfn,FI204,Icelandair,Á áætlun
2877,2021-09-05,2021-11-08,Departure,07:45,London Gatwick,FI470,Icelandair,Á áætlun
2878,2021-09-05,2021-11-08,Departure,07:45,Dublin,FI416,Icelandair,Á áætlun
2879,2021-09-05,2021-11-08,Departure,07:50,Osló,FI318,Icelandair,Á áætlun
2880,2021-09-05,2021-11-08,Departure,08:00,Manchester,FI440,Icelandair,Á áætlun
2881,2021-09-05,2021-11-08,Departure,08:00,Kaupmannahöfn,FI206,Icelandair,Á áætlun
2882,2021-09-05,2021-11-08,Departure,08:20,Tenerife South,NO1924,Neos,Á áætlun
2883,2021-09-05,2021-11-08,Departure,10:35,Mílanó,W65566,Wizz Air,Á áætlun
2884,2021-09-05,2021-11-08,Departure,11:15,Leeds,LS4086,JET2.Com,Á áætlun
2885,2021-09-05,2021-11-08,Departure,11:20,Kaupmannahöfn,SK596,SAS,Á áætlun
2886,2021-09-05,2021-11-08,Departure,11:25,Vagar,RC402,Atlantic Airways,Á áætlun
2887,2021-09-05,2021-11-08,Departure,11:45,Birmingham,LS4090,JET2.Com,Á áætlun
2888,2021-09-05,2021-11-08,Departure,12:15,Manchester,LS4088,JET2.Com,Á áætlun
2889,2021-09-05,2021-11-08,Departure,12:20,London Gatwick,EZY8504,EasyJet,Á áætlun
2890,2021-09-05,2021-11-08,Departure,12:25,London Heathrow,BA895,British Airways,Á áætlun
2891,2021-09-05,2021-11-08,Departure,12:45,Osló,SK4788,SAS,Á áætlun
2892,2021-09-05,2021-11-08,Departure,14:00,Kaupmannahöfn,FI212,Icelandair,Á áætlun
2893,2021-09-05,2021-11-08,Departure,15:30,Berlin Brandenburg,OG704,Play,Á áætlun
2894,2021-09-05,2021-11-08,Departure,15:30,París CDG,OG404,Play,Á áætlun
2895,2021-09-05,2021-11-08,Departure,16:10,Kaupmannahöfn,FI216,Icelandair,Á áætlun
2896,2021-09-05,2021-11-08,Departure,16:20,London Heathrow,FI454,Icelandair,Á áætlun
2897,2021-09-05,2021-11-08,Departure,16:45,Riga,BT170,Air Baltic,Á áætlun
2898,2021-09-05,2021-11-08,Departure,16:45,Minneapolis St Paul,FI657,Icelandair,Á áætlun
2899,2021-09-05,2021-11-08,Departure,16:45,Chicago,FI853,Icelandair,Á áætlun
2900,2021-09-05,2021-11-08,Departure,16:50,Washington Dulles,FI645,Icelandair,Á áætlun
2901,2021-09-05,2021-11-08,Departure,16:55,Denver,FI671,Icelandair,Á áætlun
2902,2021-09-05,2021-11-08,Departure,17:00,New York JFK,FI615,Icelandair,Á áætlun
2903,2021-09-05,2021-11-08,Departure,17:00,New York Newark,FI623,Icelandair,Á áætlun
2904,2021-09-05,2021-11-08,Departure,17:05,Toronto,FI603,Icelandair,Á áætlun
2905,2021-09-05,2021-11-08,Departure,17:05,Seattle,FI681,Icelandair,Á áætlun
2906,2021-09-05,2021-11-08,Departure,17:15,Boston,FI631,Icelandair,Á áætlun
2907,2021-09-05,2021-11-08,Departure,17:15,Orlando,FI689,Icelandair,Á áætlun
2908,2021-09-05,2021-11-08,Departure,18:05,London Luton,EZY2298,EasyJet,Á áætlun
2909,2021-09-05,2021-11-08,Departure,18:50,Kraká,W65054,Wizz Air,Á áætlun
2910,2021-09-05,2021-11-08,Departure,19:55,Manchester,EZY1806,EasyJet,Á áætlun
2911,2021-09-05,2021-11-08,Departure,19:55,Amsterdam,HV6888,Transavia,Á áætlun
2912,2021-09-05,2021-11-08,Departure,20:25,Vilnius,W68090,Wizz Air,Á áætlun
2913,2021-09-05,2021-11-08,Departure,22:05,Gdansk,W61774,Wizz Air,Á áætlun
2914,2021-09-05,2021-11-09,Departure,01:10,Varsjá,W61540,Wizz Air,Á áætlun
