,CreationDate,Date,Type,Scheduled,Destination,FlightNumber,Airline,Confirmed
3984,2021-09-05,2021-11-29,Departure,17:00,New York Newark,FI623,Icelandair,Á áætlun
3985,2021-09-05,2021-11-29,Departure,17:05,Toronto,FI603,Icelandair,Á áætlun
3986,2021-09-05,2021-11-29,Departure,17:05,Seattle,FI681,Icelandair,Á áætlun
3987,2021-09-05,2021-11-29,Departure,17:15,Boston,FI631,Icelandair,Á áætlun
3988,2021-09-05,2021-11-29,Departure,17:15,Orlando,FI689,Icelandair,Á áætlun
3989,2021-09-05,2021-11-29,Departure,18:05,London Luton,EZY2298,EasyJet,Á áætlun
3990,2021-09-05,2021-11-29,Departure,18:50,Kraká,W65054,Wizz Air,Á áætlun
3991,2021-09-05,2021-11-29,Departure,19:00,London Gatwick,EZY8506,EasyJet,Á áætlun
3992,2021-09-05,2021-11-29,Departure,19:55,Manchester,EZY1806,EasyJet,Á áætlun
3993,2021-09-05,2021-11-29,Departure,19:55,Amsterdam,HV6888,Transavia,Á áætlun
3994,2021-09-05,2021-11-29,Departure,20:25,Vilnius,W68090,Wizz Air,Á áætlun
3995,2021-09-05,2021-11-29,Departure,22:05,Gdansk,W61774,Wizz Air,Á áætlun
3996,2021-09-05,2021-11-30,Departure,01:10,Varsjá,W61540,Wizz Air,Á áætlun
3997,2021-09-05,2021-11-30,Departure,07:20,Munchen,FI532,Icelandair,Á áætlun
3998,2021-09-05,2021-11-30,Departure,07:20,Zurich,FI568,Icelandair,Á áætlun
3999,2021-09-05,2021-11-30,Departure,07:25,Frankfurt,FI520,Icelandair,Á áætlun
4000,2021-09-05,2021-11-30,Departure,07:30,Helsinki,FI342,Icelandair,Á áætlun
4001,2021-09-05,2021-11-30,Departure,07:35,París CDG,FI542,Icelandair,Á áætlun
4002,2021-09-05,2021-11-30,Departure,07:35,Glasgow,FI430,Icelandair,Á áætlun
4003,2021-09-05,2021-11-30,Departure,07:35,Stokkhólmur,FI306,Icelandair,Á áætlun
4004,2021-09-05,2021-11-30,Departure,07:40,Hamborg,FI510,Icelandair,Á áætlun
4005,2021-09-05,2021-11-30,Departure,07:40,London Heathrow,FI450,Icelandair,Á áætlun
4006,2021-09-05,2021-11-30,Departure,07:40,Amsterdam,FI500,Icelandair,Á áætlun
4007,2021-09-05,2021-11-30,Departure,07:40,Brussel,FI554,Icelandair,Á áætlun
4008,2021-09-05,2021-11-30,Departure,07:40,Berlin Brandenburg,FI528,Icelandair,Á áætlun
4009,2021-09-05,2021-11-30,Departure,07:45,Kaupmannahöfn,FI204,Icelandair,Á áætlun
4010,2021-09-05,2021-11-30,Departure,07:45,Dublin,FI416,Icelandair,Á áætlun
4011,2021-09-05,2021-11-30,Departure,07:45,London Gatwick,FI470,Icelandair,Á áætlun
4012,2021-09-05,2021-11-30,Departure,07:50,Osló,FI318,Icelandair,Á áætlun
4013,2021-09-05,2021-11-30,Departure,08:00,Manchester,FI440,Icelandair,Á áætlun
4014,2021-09-05,2021-11-30,Departure,08:00,Kaupmannahöfn,FI206,Icelandair,Á áætlun
4015,2021-09-05,2021-11-30,Departure,08:20,Tenerife South,FI580,Icelandair,Á áætlun
4016,2021-09-05,2021-11-30,Departure,08:20,Las Palmas,FI1512,Icelandair,Á áætlun
4017,2021-09-05,2021-11-30,Departure,08:20,Alicante,NO2902,Neos,Á áætlun
4018,2021-09-05,2021-11-30,Departure,09:00,Tenerife South,OG620,Play,Á áætlun
4019,2021-09-05,2021-11-30,Departure,10:40,Manchester,EZY1806,EasyJet,Á áætlun
4020,2021-09-05,2021-11-30,Departure,11:25,Vín,W62858,Wizz Air,Á áætlun
4021,2021-09-05,2021-11-30,Departure,11:40,London Luton,EZY2296,EasyJet,Á áætlun
4022,2021-09-05,2021-11-30,Departure,11:40,Rome Fiumicino,W68266,Wizz Air,Á áætlun
4023,2021-09-05,2021-11-30,Departure,11:50,London Luton,W94498,Wizz Air,Á áætlun
4024,2021-09-05,2021-11-30,Departure,12:25,London Heathrow,BA895,British Airways,Á áætlun
4025,2021-09-05,2021-11-30,Departure,12:40,Kaupmannahöfn,SK596,SAS,Á áætlun
4026,2021-09-05,2021-11-30,Departure,12:45,Osló,SK4788,SAS,Á áætlun
4027,2021-09-05,2021-11-30,Departure,14:00,Kaupmannahöfn,FI212,Icelandair,Á áætlun
4028,2021-09-05,2021-11-30,Departure,14:55,Frankfurt,LH857,Lufthansa,Á áætlun
4029,2021-09-05,2021-11-30,Departure,15:55,Edinborg,EZY6942,EasyJet,Á áætlun
4030,2021-09-05,2021-11-30,Departure,16:10,Kaupmannahöfn,FI216,Icelandair,Á áætlun
4031,2021-09-05,2021-11-30,Departure,16:20,London Heathrow,FI454,Icelandair,Á áætlun
4032,2021-09-05,2021-11-30,Departure,16:45,Minneapolis St Paul,FI657,Icelandair,Á áætlun
4033,2021-09-05,2021-11-30,Departure,16:45,Chicago,FI853,Icelandair,Á áætlun
4034,2021-09-05,2021-11-30,Departure,16:50,Washington Dulles,FI645,Icelandair,Á áætlun
4035,2021-09-05,2021-11-30,Departure,16:55,Denver,FI671,Icelandair,Á áætlun
4036,2021-09-05,2021-11-30,Departure,17:00,New York JFK,FI615,Icelandair,Á áætlun
4037,2021-09-05,2021-11-30,Departure,17:00,New York Newark,FI623,Icelandair,Á áætlun
4038,2021-09-05,2021-11-30,Departure,17:05,Toronto,FI603,Icelandair,Á áætlun
4039,2021-09-05,2021-11-30,Departure,17:05,Seattle,FI681,Icelandair,Á áætlun
4040,2021-09-05,2021-11-30,Departure,17:15,Boston,FI631,Icelandair,Á áætlun
4041,2021-09-05,2021-11-30,Departure,17:15,Vancouver,FI697,Icelandair,Á áætlun
4042,2021-09-05,2021-11-30,Departure,17:15,Orlando,FI689,Icelandair,Á áætlun
4043,2021-09-05,2021-11-30,Departure,17:55,París Orly,TO4059,Transavia,Á áætlun
4044,2021-09-05,2021-11-30,Departure,18:25,Bristol,EZY6022,EasyJet,Á áætlun
4045,2021-09-05,2021-11-30,Departure,19:30,London Gatwick,EZY8510,EasyJet,Á áætlun
4046,2021-09-05,2021-11-30,Departure,20:10,London Luton,EZY2298,EasyJet,Á áætlun
4047,2021-09-05,2021-11-30,Departure,21:15,Katowice,W61168,Wizz Air,Á áætlun
4048,2021-09-05,2021-11-30,Departure,21:35,Búdapest,W62428,Wizz Air,Á áætlun
4049,2021-09-05,2021-12-01,Departure,07:20,Zurich,FI568,Icelandair,Á áætlun
4050,2021-09-05,2021-12-01,Departure,07:20,Munchen,FI532,Icelandair,Á áætlun
4051,2021-09-05,2021-12-01,Departure,07:25,Frankfurt,FI520,Icelandair,Á áætlun
4052,2021-09-05,2021-12-01,Departure,07:30,Helsinki,FI342,Icelandair,Á áætlun
4053,2021-09-05,2021-12-01,Departure,07:35,París CDG,FI542,Icelandair,Á áætlun
4054,2021-09-05,2021-12-01,Departure,07:35,Stokkhólmur,FI306,Icelandair,Á áætlun
4055,2021-09-05,2021-12-01,Departure,07:35,Glasgow,FI430,Icelandair,Á áætlun
4056,2021-09-05,2021-12-01,Departure,07:40,Hamborg,FI510,Icelandair,Á áætlun
4057,2021-09-05,2021-12-01,Departure,07:40,London Heathrow,FI450,Icelandair,Á áætlun
4058,2021-09-05,2021-12-01,Departure,07:40,Amsterdam,FI500,Icelandair,Á áætlun
4059,2021-09-05,2021-12-01,Departure,07:40,Berlin Brandenburg,FI528,Icelandair,Á áætlun
4060,2021-09-05,2021-12-01,Departure,07:40,Brussel,FI554,Icelandair,Á áætlun
4061,2021-09-05,2021-12-01,Departure,07:45,Dublin,FI416,Icelandair,Á áætlun
4062,2021-09-05,2021-12-01,Departure,07:45,London Gatwick,FI470,Icelandair,Á áætlun
4063,2021-09-05,2021-12-01,Departure,07:45,Kaupmannahöfn,FI204,Icelandair,Á áætlun
4064,2021-09-05,2021-12-01,Departure,07:50,Osló,FI318,Icelandair,Á áætlun
4065,2021-09-05,2021-12-01,Departure,08:00,Manchester,FI440,Icelandair,Á áætlun
4066,2021-09-05,2021-12-01,Departure,08:00,Kaupmannahöfn,FI206,Icelandair,Á áætlun
4067,2021-09-05,2021-12-01,Departure,08:20,Las Palmas,NO3912,Neos,Á áætlun
4068,2021-09-05,2021-12-01,Departure,08:20,Tenerife South,FI580,Icelandair,Á áætlun
4069,2021-09-05,2021-12-01,Departure,10:40,Manchester,EZY1806,EasyJet,Á áætlun
4070,2021-09-05,2021-12-01,Departure,11:20,Kaupmannahöfn,SK596,SAS,Á áætlun
4071,2021-09-05,2021-12-01,Departure,11:30,London Gatwick,EZY8506,EasyJet,Á áætlun
4072,2021-09-05,2021-12-01,Departure,11:30,Mílanó,W65566,Wizz Air,Á áætlun
4073,2021-09-05,2021-12-01,Departure,11:40,London Luton,EZY2296,EasyJet,Á áætlun
4074,2021-09-05,2021-12-01,Departure,12:25,London Heathrow,BA895,British Airways,Á áætlun
4075,2021-09-05,2021-12-01,Departure,12:45,Osló,SK4788,SAS,Á áætlun
4076,2021-09-05,2021-12-01,Departure,14:00,Kaupmannahöfn,FI212,Icelandair,Á áætlun
4077,2021-09-05,2021-12-01,Departure,16:10,Kaupmannahöfn,FI216,Icelandair,Á áætlun
4078,2021-09-05,2021-12-01,Departure,16:20,London Heathrow,FI454,Icelandair,Á áætlun
4079,2021-09-05,2021-12-01,Departure,16:45,Minneapolis St Paul,FI657,Icelandair,Á áætlun
4080,2021-09-05,2021-12-01,Departure,16:45,Chicago,FI853,Icelandair,Á áætlun
4081,2021-09-05,2021-12-01,Departure,16:50,Washington Dulles,FI645,Icelandair,Á áætlun
4082,2021-09-05,2021-12-01,Departure,16:55,Denver,FI671,Icelandair,Á áætlun
4083,2021-09-05,2021-12-01,Departure,17:00,New York JFK,FI615,Icelandair,Á áætlun
4084,2021-09-05,2021-12-01,Departure,17:00,New York Newark,FI623,Icelandair,Á áætlun
4085,2021-09-05,2021-12-01,Departure,17:05,Toronto,FI603,Icelandair,Á áætlun
4086,2021-09-05,2021-12-01,Departure,17:05,Seattle,FI681,Icelandair,Á áætlun
4087,2021-09-05,2021-12-01,Departure,17:15,Boston,FI631,Icelandair,Á áætlun
4088,2021-09-05,2021-12-01,Departure,17:15,Orlando,FI689,Icelandair,Á áætlun
4089,2021-09-05,2021-12-01,Departure,19:30,London Gatwick,EZY8508,EasyJet,Á áætlun
4090,2021-09-05,2021-12-01,Departure,19:55,Amsterdam,HV6888,Transavia,Á áætlun
4091,2021-09-05,2021-12-01,Departure,20:10,London Luton,EZY2298,EasyJet,Á áætlun
4092,2021-09-05,2021-12-01,Departure,20:35,Gdansk,W61774,Wizz Air,Á áætlun
4093,2021-09-05,2021-12-02,Departure,01:10,Varsjá,W61540,Wizz Air,Á áætlun
4094,2021-09-05,2021-12-02,Departure,06:00,París CDG,OG400,Play,Á áætlun
4095,2021-09-05,2021-12-02,Departure,06:30,Kaupmannahöfn,OG900,Play,Á áætlun
4096,2021-09-05,2021-12-02,Departure,07:20,Zurich,FI568,Icelandair,Á áætlun
4097,2021-09-05,2021-12-02,Departure,07:20,Munchen,FI532,Icelandair,Á áætlun
4098,2021-09-05,2021-12-02,Departure,07:25,Frankfurt,FI520,Icelandair,Á áætlun
4099,2021-09-05,2021-12-02,Departure,07:30,Helsinki,FI342,Icelandair,Á áætlun
4100,2021-09-05,2021-12-02,Departure,07:35,París CDG,FI542,Icelandair,Á áætlun
4101,2021-09-05,2021-12-02,Departure,07:35,Glasgow,FI430,Icelandair,Á áætlun
4102,2021-09-05,2021-12-02,Departure,07:35,Dusseldorf,FI578,Icelandair,Á áætlun
4103,2021-09-05,2021-12-02,Departure,07:35,Stokkhólmur,FI306,Icelandair,Á áætlun
4104,2021-09-05,2021-12-02,Departure,07:40,Hamborg,FI510,Icelandair,Á áætlun
4105,2021-09-05,2021-12-02,Departure,07:40,London Heathrow,FI450,Icelandair,Á áætlun
4106,2021-09-05,2021-12-02,Departure,07:40,Amsterdam,FI500,Icelandair,Á áætlun
4107,2021-09-05,2021-12-02,Departure,07:40,Brussel,FI554,Icelandair,Á áætlun
4108,2021-09-05,2021-12-02,Departure,07:40,Berlin Brandenburg,FI528,Icelandair,Á áætlun
4109,2021-09-05,2021-12-02,Departure,07:45,Kaupmannahöfn,FI204,Icelandair,Á áætlun
4110,2021-09-05,2021-12-02,Departure,07:45,London Gatwick,FI470,Icelandair,Á áætlun
4111,2021-09-05,2021-12-02,Departure,07:45,Dublin,FI416,Icelandair,Á áætlun
4112,2021-09-05,2021-12-02,Departure,07:50,Osló,FI318,Icelandair,Á áætlun
4113,2021-09-05,2021-12-02,Departure,08:00,Manchester,FI440,Icelandair,Á áætlun
4114,2021-09-05,2021-12-02,Departure,08:00,Kaupmannahöfn,FI206,Icelandair,Á áætlun
4115,2021-09-05,2021-12-02,Departure,08:20,Tenerife South,NO4924,Neos,Á áætlun
4116,2021-09-05,2021-12-02,Departure,08:20,Alicante,FI1582,Icelandair,Á áætlun
4117,2021-09-05,2021-12-02,Departure,08:25,París CDG,FI544,Icelandair,Á áætlun
4118,2021-09-05,2021-12-02,Departure,08:50,Rome Fiumicino,FI1568,Icelandair,Á áætlun
4119,2021-09-05,2021-12-02,Departure,10:25,Vín,W62858,Wizz Air,Á áætlun
4120,2021-09-05,2021-12-02,Departure,10:55,Rome Fiumicino,W68266,Wizz Air,Á áætlun
4121,2021-09-05,2021-12-02,Departure,11:15,Manchester,EZY1806,EasyJet,Á áætlun
4122,2021-09-05,2021-12-02,Departure,11:50,Napoli Capodichino,W68434,Wizz Air,Á áætlun
4123,2021-09-05,2021-12-02,Departure,12:15,London Heathrow,BA895,British Airways,Á áætlun
4124,2021-09-05,2021-12-02,Departure,12:40,Kaupmannahöfn,SK596,SAS,Á áætlun
4125,2021-09-05,2021-12-02,Departure,12:45,Osló,SK4788,SAS,Á áætlun
4126,2021-09-05,2021-12-02,Departure,14:00,Kaupmannahöfn,FI212,Icelandair,Á áætlun
4127,2021-09-05,2021-12-02,Departure,14:55,Frankfurt,LH857,Lufthansa,Á áætlun
4128,2021-09-05,2021-12-02,Departure,15:30,Berlin Brandenburg,OG704,Play,Á áætlun
4129,2021-09-05,2021-12-02,Departure,15:55,Bristol,EZY6022,EasyJet,Á áætlun
4130,2021-09-05,2021-12-02,Departure,16:00,London Stansted,OG804,Play,Á áætlun
4131,2021-09-05,2021-12-02,Departure,16:10,Amsterdam,FI504,Icelandair,Á áætlun
4132,2021-09-05,2021-12-02,Departure,16:10,Kaupmannahöfn,FI216,Icelandair,Á áætlun
4133,2021-09-05,2021-12-02,Departure,16:20,London Heathrow,FI454,Icelandair,Á áætlun
4134,2021-09-05,2021-12-02,Departure,16:45,Minneapolis St Paul,FI657,Icelandair,Á áætlun
4135,2021-09-05,2021-12-02,Departure,16:45,Chicago,FI853,Icelandair,Á áætlun
4136,2021-09-05,2021-12-02,Departure,16:50,Washington Dulles,FI645,Icelandair,Á áætlun
4137,2021-09-05,2021-12-02,Departure,16:55,Denver,FI671,Icelandair,Á áætlun
4138,2021-09-05,2021-12-02,Departure,17:00,New York JFK,FI615,Icelandair,Á áætlun
4139,2021-09-05,2021-12-02,Departure,17:00,New York Newark,FI623,Icelandair,Á áætlun
4140,2021-09-05,2021-12-02,Departure,17:05,Toronto,FI603,Icelandair,Á áætlun
4141,2021-09-05,2021-12-02,Departure,17:05,Seattle,FI681,Icelandair,Á áætlun
4142,2021-09-05,2021-12-02,Departure,17:15,Boston,FI631,Icelandair,Á áætlun
4143,2021-09-05,2021-12-02,Departure,17:15,Vancouver,FI697,Icelandair,Á áætlun
4144,2021-09-05,2021-12-02,Departure,17:15,Orlando,FI689,Icelandair,Á áætlun
4145,2021-09-05,2021-12-02,Departure,18:05,London Luton,EZY2298,EasyJet,Á áætlun
4146,2021-09-05,2021-12-02,Departure,18:50,Wroclaw,W61898,Wizz Air,Á áætlun
4147,2021-09-05,2021-12-02,Departure,19:30,London Gatwick,EZY8508,EasyJet,Á áætlun
4148,2021-09-05,2021-12-02,Departure,21:15,Katowice,W61168,Wizz Air,Á áætlun
4149,2021-09-05,2021-12-02,Departure,21:30,Búdapest,W62428,Wizz Air,Á áætlun
4150,2021-09-05,2021-12-02,Departure,21:35,London Luton,W94498,Wizz Air,Á áætlun
4151,2021-09-05,2021-12-03,Departure,01:10,Varsjá,W61540,Wizz Air,Á áætlun
4152,2021-09-05,2021-12-03,Departure,06:00,Berlin Brandenburg,OG700,Play,Á áætlun
4153,2021-09-05,2021-12-03,Departure,06:30,London Stansted,OG800,Play,Á áætlun
4154,2021-09-05,2021-12-03,Departure,07:20,Munchen,FI532,Icelandair,Á áætlun
4155,2021-09-05,2021-12-03,Departure,07:20,Zurich,FI568,Icelandair,Á áætlun
4156,2021-09-05,2021-12-03,Departure,07:25,Frankfurt,FI520,Icelandair,Á áætlun
4157,2021-09-05,2021-12-03,Departure,07:30,Helsinki,FI342,Icelandair,Á áætlun
4158,2021-09-05,2021-12-03,Departure,07:35,París CDG,FI542,Icelandair,Á áætlun
4159,2021-09-05,2021-12-03,Departure,07:35,Stokkhólmur,FI306,Icelandair,Á áætlun
4160,2021-09-05,2021-12-03,Departure,07:35,Glasgow,FI430,Icelandair,Á áætlun
4161,2021-09-05,2021-12-03,Departure,07:40,Hamborg,FI510,Icelandair,Á áætlun
4162,2021-09-05,2021-12-03,Departure,07:40,Brussel,FI554,Icelandair,Á áætlun
4163,2021-09-05,2021-12-03,Departure,07:40,London Heathrow,FI450,Icelandair,Á áætlun
4164,2021-09-05,2021-12-03,Departure,07:40,Amsterdam,FI500,Icelandair,Á áætlun
4165,2021-09-05,2021-12-03,Departure,07:40,Berlin Brandenburg,FI528,Icelandair,Á áætlun
4166,2021-09-05,2021-12-03,Departure,07:45,Kaupmannahöfn,FI204,Icelandair,Á áætlun
4167,2021-09-05,2021-12-03,Departure,07:45,London Gatwick,FI470,Icelandair,Á áætlun
4168,2021-09-05,2021-12-03,Departure,07:45,París CDG,FI544,Icelandair,Á áætlun
4169,2021-09-05,2021-12-03,Departure,07:45,Dublin,FI416,Icelandair,Á áætlun
4170,2021-09-05,2021-12-03,Departure,07:50,Osló,FI318,Icelandair,Á áætlun
4171,2021-09-05,2021-12-03,Departure,08:00,Manchester,FI440,Icelandair,Á áætlun
4172,2021-09-05,2021-12-03,Departure,08:00,Kaupmannahöfn,FI206,Icelandair,Á áætlun
4173,2021-09-05,2021-12-03,Departure,10:35,Mílanó,W65566,Wizz Air,Á áætlun
4174,2021-09-05,2021-12-03,Departure,11:10,Amsterdam,HV6888,Transavia,Á áætlun
4175,2021-09-05,2021-12-03,Departure,11:20,Kaupmannahöfn,SK596,SAS,Á áætlun
4176,2021-09-05,2021-12-03,Departure,11:25,Vagar,RC402,Atlantic Airways,Á áætlun
4177,2021-09-05,2021-12-03,Departure,12:20,London Gatwick,EZY8504,EasyJet,Á áætlun
4178,2021-09-05,2021-12-03,Departure,12:25,London Heathrow,BA895,British Airways,Á áætlun
4179,2021-09-05,2021-12-03,Departure,12:45,Osló,SK4788,SAS,Á áætlun
4180,2021-09-05,2021-12-03,Departure,14:00,Kaupmannahöfn,FI212,Icelandair,Á áætlun
4181,2021-09-05,2021-12-03,Departure,15:30,París CDG,OG404,Play,Á áætlun
4182,2021-09-05,2021-12-03,Departure,16:00,Kaupmannahöfn,OG904,Play,Á áætlun
4183,2021-09-05,2021-12-03,Departure,16:10,Kaupmannahöfn,FI216,Icelandair,Á áætlun
4184,2021-09-05,2021-12-03,Departure,16:20,London Heathrow,FI454,Icelandair,Á áætlun
4185,2021-09-05,2021-12-03,Departure,16:45,Riga,BT170,Air Baltic,Á áætlun
4186,2021-09-05,2021-12-03,Departure,16:45,Chicago,FI853,Icelandair,Á áætlun
4187,2021-09-05,2021-12-03,Departure,16:45,Minneapolis St Paul,FI657,Icelandair,Á áætlun
4188,2021-09-05,2021-12-03,Departure,16:50,Washington Dulles,FI645,Icelandair,Á áætlun
4189,2021-09-05,2021-12-03,Departure,16:55,Denver,FI671,Icelandair,Á áætlun
4190,2021-09-05,2021-12-03,Departure,17:00,New York JFK,FI615,Icelandair,Á áætlun
4191,2021-09-05,2021-12-03,Departure,17:00,New York Newark,FI623,Icelandair,Á áætlun
4192,2021-09-05,2021-12-03,Departure,17:05,Toronto,FI603,Icelandair,Á áætlun
4193,2021-09-05,2021-12-03,Departure,17:05,Seattle,FI681,Icelandair,Á áætlun
4194,2021-09-05,2021-12-03,Departure,17:15,Boston,FI631,Icelandair,Á áætlun
4195,2021-09-05,2021-12-03,Departure,17:15,Orlando,FI689,Icelandair,Á áætlun
4196,2021-09-05,2021-12-03,Departure,18:50,Kraká,W65054,Wizz Air,Á áætlun
4197,2021-09-05,2021-12-03,Departure,19:00,London Gatwick,EZY8506,EasyJet,Á áætlun
4198,2021-09-05,2021-12-03,Departure,19:30,London Luton,EZY2298,EasyJet,Á áætlun
4199,2021-09-05,2021-12-03,Departure,20:25,Vilnius,W68090,Wizz Air,Á áætlun
4200,2021-09-05,2021-12-03,Departure,22:05,Gdansk,W61774,Wizz Air,Á áætlun
4201,2021-09-05,2021-12-04,Departure,01:10,Varsjá,W61540,Wizz Air,Á áætlun
4202,2021-09-05,2021-12-04,Departure,07:20,Munchen,FI532,Icelandair,Á áætlun
4203,2021-09-05,2021-12-04,Departure,07:20,Zurich,FI568,Icelandair,Á áætlun
4204,2021-09-05,2021-12-04,Departure,07:25,Frankfurt,FI520,Icelandair,Á áætlun
4205,2021-09-05,2021-12-04,Departure,07:30,Helsinki,FI342,Icelandair,Á áætlun
4206,2021-09-05,2021-12-04,Departure,07:35,París CDG,FI542,Icelandair,Á áætlun
4207,2021-09-05,2021-12-04,Departure,07:35,Glasgow,FI430,Icelandair,Á áætlun
4208,2021-09-05,2021-12-04,Departure,07:35,Dusseldorf,FI578,Icelandair,Á áætlun
4209,2021-09-05,2021-12-04,Departure,07:35,Stokkhólmur,FI306,Icelandair,Á áætlun
4210,2021-09-05,2021-12-04,Departure,07:40,London Heathrow,FI450,Icelandair,Á áætlun
4211,2021-09-05,2021-12-04,Departure,07:40,Amsterdam,FI500,Icelandair,Á áætlun
4212,2021-09-05,2021-12-04,Departure,07:40,Berlin Brandenburg,FI528,Icelandair,Á áætlun
4213,2021-09-05,2021-12-04,Departure,07:40,Brussel,FI554,Icelandair,Á áætlun
4214,2021-09-05,2021-12-04,Departure,07:45,Kaupmannahöfn,FI204,Icelandair,Á áætlun
4215,2021-09-05,2021-12-04,Departure,07:45,London Gatwick,FI470,Icelandair,Á áætlun
4216,2021-09-05,2021-12-04,Departure,07:45,Dublin,FI416,Icelandair,Á áætlun
4217,2021-09-05,2021-12-04,Departure,07:45,París CDG,FI544,Icelandair,Á áætlun
4218,2021-09-05,2021-12-04,Departure,07:50,Osló,FI318,Icelandair,Á áætlun
4219,2021-09-05,2021-12-04,Departure,08:00,Manchester,FI440,Icelandair,Á áætlun
4220,2021-09-05,2021-12-04,Departure,08:00,Kaupmannahöfn,FI206,Icelandair,Á áætlun
4221,2021-09-05,2021-12-04,Departure,08:20,Alicante,FI1582,Icelandair,Á áætlun
4222,2021-09-05,2021-12-04,Departure,08:20,Tenerife South,FI580,Icelandair,Á áætlun
4223,2021-09-05,2021-12-04,Departure,08:25,Hamborg,FI510,Icelandair,Á áætlun
4224,2021-09-05,2021-12-04,Departure,09:00,Tenerife South,OG620,Play,Á áætlun
4225,2021-09-05,2021-12-04,Departure,09:30,París Orly,TO4059,Transavia,Á áætlun
4226,2021-09-05,2021-12-04,Departure,09:40,London Luton,W94498,Wizz Air,Á áætlun
4227,2021-09-05,2021-12-04,Departure,10:20,London Luton,EZY2296,EasyJet,Á áætlun
4228,2021-09-05,2021-12-04,Departure,10:25,Vín,W62858,Wizz Air,Á áætlun
4229,2021-09-05,2021-12-04,Departure,10:55,Rome Fiumicino,W68266,Wizz Air,Á áætlun
4230,2021-09-05,2021-12-04,Departure,11:15,Manchester,EZY1806,EasyJet,Á áætlun
4231,2021-09-05,2021-12-04,Departure,11:15,Kaupmannahöfn,SK596,SAS,Á áætlun
4232,2021-09-05,2021-12-04,Departure,11:30,London Heathrow,BA895,British Airways,Á áætlun
4233,2021-09-05,2021-12-04,Departure,12:45,Osló,SK4788,SAS,Á áætlun
4234,2021-09-05,2021-12-04,Departure,14:00,Kaupmannahöfn,FI212,Icelandair,Á áætlun
4235,2021-09-05,2021-12-04,Departure,16:10,Kaupmannahöfn,FI216,Icelandair,Á áætlun
4236,2021-09-05,2021-12-04,Departure,16:20,London Heathrow,FI454,Icelandair,Á áætlun
4237,2021-09-05,2021-12-04,Departure,16:45,Minneapolis St Paul,FI657,Icelandair,Á áætlun
4238,2021-09-05,2021-12-04,Departure,16:45,Chicago,FI853,Icelandair,Á áætlun
4239,2021-09-05,2021-12-04,Departure,16:50,Washington Dulles,FI645,Icelandair,Á áætlun
4240,2021-09-05,2021-12-04,Departure,16:55,Denver,FI671,Icelandair,Á áætlun
4241,2021-09-05,2021-12-04,Departure,17:00,New York JFK,FI615,Icelandair,Á áætlun
4242,2021-09-05,2021-12-04,Departure,17:00,New York Newark,FI623,Icelandair,Á áætlun
4243,2021-09-05,2021-12-04,Departure,17:05,Nuuk,GL711,Air Greenland,Á áætlun
4244,2021-09-05,2021-12-04,Departure,17:05,Edinborg,EZY6942,EasyJet,Á áætlun
4245,2021-09-05,2021-12-04,Departure,17:05,Toronto,FI603,Icelandair,Á áætlun
4246,2021-09-05,2021-12-04,Departure,17:05,Seattle,FI681,Icelandair,Á áætlun
4247,2021-09-05,2021-12-04,Departure,17:15,Boston,FI631,Icelandair,Á áætlun
4248,2021-09-05,2021-12-04,Departure,17:15,Orlando,FI689,Icelandair,Á áætlun
4249,2021-09-05,2021-12-04,Departure,17:15,Vancouver,FI697,Icelandair,Á áætlun
4250,2021-09-05,2021-12-04,Departure,19:30,London Gatwick,EZY8508,EasyJet,Á áætlun
4251,2021-09-05,2021-12-04,Departure,20:10,London Luton,EZY2298,EasyJet,Á áætlun
4252,2021-09-05,2021-12-04,Departure,21:15,Katowice,W61168,Wizz Air,Á áætlun
4253,2021-09-05,2021-12-04,Departure,21:35,Búdapest,W62428,Wizz Air,Á áætlun
4254,2021-09-05,2021-12-05,Departure,06:00,Berlin Brandenburg,OG700,Play,Á áætlun
4255,2021-09-05,2021-12-05,Departure,06:00,París CDG,OG400,Play,Á áætlun
4256,2021-09-05,2021-12-05,Departure,07:20,Zurich,FI568,Icelandair,Á áætlun
4257,2021-09-05,2021-12-05,Departure,07:20,Munchen,FI532,Icelandair,Á áætlun
4258,2021-09-05,2021-12-05,Departure,07:25,Frankfurt,FI520,Icelandair,Á áætlun
4259,2021-09-05,2021-12-05,Departure,07:30,Helsinki,FI342,Icelandair,Á áætlun
4260,2021-09-05,2021-12-05,Departure,07:35,París CDG,FI542,Icelandair,Á áætlun
4261,2021-09-05,2021-12-05,Departure,07:35,Glasgow,FI430,Icelandair,Á áætlun
4262,2021-09-05,2021-12-05,Departure,07:35,Stokkhólmur,FI306,Icelandair,Á áætlun
4263,2021-09-05,2021-12-05,Departure,07:40,Hamborg,FI510,Icelandair,Á áætlun
4264,2021-09-05,2021-12-05,Departure,07:40,London Heathrow,FI450,Icelandair,Á áætlun
4265,2021-09-05,2021-12-05,Departure,07:40,Amsterdam,FI500,Icelandair,Á áætlun
4266,2021-09-05,2021-12-05,Departure,07:40,Brussel,FI554,Icelandair,Á áætlun
4267,2021-09-05,2021-12-05,Departure,07:40,Berlin Brandenburg,FI528,Icelandair,Á áætlun
4268,2021-09-05,2021-12-05,Departure,07:45,Kaupmannahöfn,FI204,Icelandair,Á áætlun
4269,2021-09-05,2021-12-05,Departure,07:45,London Gatwick,FI470,Icelandair,Á áætlun
