Airline,Confirmed,CreationDate,Date,Destination,FlightNumber,Scheduled,Type,Scenario,PunctualityMins,Punctuality
Icelandair,Á áætlun,2021-09-15,2021-10-01,Toronto,FI603,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-01,Billund,FI274,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-01,Seattle,FI681,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-01,Boston,FI631,17:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-01,Vancouver,FI697,17:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-01,Orlando,FI689,17:25,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-01,Napoli Capodichino,W68434,18:10,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-01,Wroclaw,W61898,18:50,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-01,Rome Fiumicino,W68266,19:20,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-01,Katowice,W61168,20:45,Departure,Plan,0,0
Lufthansa,Á áætlun,2021-09-15,2021-10-02,Frankfurt,LH869,00:25,Departure,Plan,0,0
Transavia,Á áætlun,2021-09-15,2021-10-02,París Orly,TO4041,00:45,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-10-02,París CDG,OG400,06:00,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-10-02,London Stansted,OG800,06:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Genf,FI564,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Munchen,FI532,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Zurich,FI568,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Frankfurt,FI520,07:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Dublin,FI416,07:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Helsinki,FI342,07:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Dusseldorf,FI578,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Stokkhólmur,FI306,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Amsterdam,FI500,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Berlin Brandenburg,FI528,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,París CDG,FI542,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Brussel,FI554,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,London Heathrow,FI450,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,London Gatwick,FI470,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Kaupmannahöfn,FI204,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Osló,FI318,07:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Amsterdam,FI506,07:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,París CDG,FI544,07:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Manchester,FI440,08:00,Departure,Plan,0,0
Neos,Á áætlun,2021-09-15,2021-10-02,Alicante,NO6902,08:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Kaupmannahöfn,FI206,08:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Tenerife South,FI580,08:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Tenerife South,FI582,08:50,Departure,Plan,0,0
Delta,Á áætlun,2021-09-15,2021-10-02,Minneapolis St Paul,DL261,09:30,Departure,Plan,0,0
British Airways,Á áætlun,2021-09-15,2021-10-02,London Heathrow,BA801,10:10,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-10-02,Tenerife South,OG620,10:10,Departure,Plan,0,0
United Airlines,Á áætlun,2021-09-15,2021-10-02,Chicago,UA913,10:30,Departure,Plan,0,0
Delta,Á áætlun,2021-09-15,2021-10-02,New York JFK,DL247,11:15,Departure,Plan,0,0
United Airlines,Á áætlun,2021-09-15,2021-10-02,New York Newark,UA967,11:20,Departure,Plan,0,0
Lufthansa,Á áætlun,2021-09-15,2021-10-02,Frankfurt,LH857,13:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Kaupmannahöfn,FI212,14:00,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-10-02,Alicante,OG604,15:15,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Mílanó,FI592,15:20,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-02,Dortmund,W64714,15:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,London Heathrow,FI454,16:10,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-02,Búdapest,W62428,16:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Kaupmannahöfn,FI216,16:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Madríd,FI594,16:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Minneapolis St Paul,FI657,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Chicago,FI853,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Portland,FI665,16:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Washington Dulles,FI645,16:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Denver,FI671,16:55,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,New York JFK,FI615,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,New York Newark,FI623,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Toronto,FI603,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Seattle,FI681,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Boston,FI631,17:15,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Vancouver,FI697,17:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-02,Orlando,FI689,17:25,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-02,Vín,W62858,17:50,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-02,Wroclaw,W61898,18:50,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-02,Mílanó,W65566,19:20,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-02,Gdansk,W61774,20:50,Departure,Plan,0,0
Vueling,Á áætlun,2021-09-15,2021-10-02,Barcelona,VY8561,21:55,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-02,London Luton,W94498,21:55,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-03,Varsjá,W61540,00:10,Departure,Plan,0,0
Transavia,Á áætlun,2021-09-15,2021-10-03,París Orly,TO4041,00:45,Departure,Plan,0,0
Lufthansa,Á áætlun,2021-09-15,2021-10-03,Munchen,LH2469,01:05,Departure,Plan,0,0
Czech Airlines,Á áætlun,2021-09-15,2021-10-03,Prag,OK461,01:30,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-10-03,París CDG,OG400,06:00,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-10-03,Berlin Brandenburg,OG700,06:00,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-10-03,London Stansted,OG800,06:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Genf,FI564,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Zurich,FI568,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Munchen,FI532,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Frankfurt,FI520,07:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Helsinki,FI342,07:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Dublin,FI416,07:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Glasgow,FI430,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Dusseldorf,FI578,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Stokkhólmur,FI306,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,London Heathrow,FI450,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Amsterdam,FI500,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,París CDG,FI542,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Berlin Brandenburg,FI528,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Brussel,FI554,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,London Gatwick,FI470,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Kaupmannahöfn,FI204,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Hamborg,FI510,07:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Osló,FI318,07:50,Departure,Plan,0,0
Neos,Á áætlun,2021-09-15,2021-10-03,Tenerife South,NO7924,08:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Kaupmannahöfn,FI206,08:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Manchester,FI440,08:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Amsterdam,FI506,08:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Malaga,FI1526,08:50,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-10-03,Manchester,EZY1806,09:15,Departure,Plan,0,0
Delta,Á áætlun,2021-09-15,2021-10-03,Minneapolis St Paul,DL261,09:30,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-10-03,London Luton,EZY2296,09:35,Departure,Plan,0,0
Norwegian,Á áætlun,2021-09-15,2021-10-03,Osló,DY1171,10:00,Departure,Plan,0,0
United Airlines,Á áætlun,2021-09-15,2021-10-03,Chicago,UA913,10:30,Departure,Plan,0,0
Delta,Á áætlun,2021-09-15,2021-10-03,New York JFK,DL247,11:15,Departure,Plan,0,0
United Airlines,Á áætlun,2021-09-15,2021-10-03,New York Newark,UA967,11:20,Departure,Plan,0,0
Vueling,Á áætlun,2021-09-15,2021-10-03,Barcelona,VY2008,12:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Kaupmannahöfn,FI212,14:00,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-03,Napoli Capodichino,W68434,14:20,Departure,Plan,0,0
Air Baltic,Á áætlun,2021-09-15,2021-10-03,Riga,BT170,15:10,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-10-03,Kaupmannahöfn,OG904,15:15,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-10-03,Edinborg,EZY6942,15:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,París CDG,FI540,15:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Amsterdam,FI504,15:55,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Kaupmannahöfn,FI216,16:10,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,London Heathrow,FI454,16:10,Departure,Plan,0,0
SAS,Á áætlun,2021-09-15,2021-10-03,Osló,SK4788,16:15,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Osló,FI324,16:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Stokkhólmur,FI312,16:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Minneapolis St Paul,FI657,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Chicago,FI853,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Portland,FI665,16:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Washington Dulles,FI645,16:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Denver,FI671,16:55,Departure,Plan,0,0
Air Greenland,Á áætlun,2021-09-15,2021-10-03,Nuuk,GL1711,16:55,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,New York JFK,FI615,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,New York Newark,FI623,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Toronto,FI603,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Seattle,FI681,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Orlando,FI689,17:10,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Boston,FI631,17:15,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-03,Kraká,W65054,17:15,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-03,Vancouver,FI697,17:20,Departure,Plan,0,0
Transavia,Á áætlun,2021-09-15,2021-10-03,Amsterdam,HV6886,20:05,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-03,Riga,W62598,20:50,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-04,Varsjá,W61540,00:05,Departure,Plan,0,0
Lufthansa,Á áætlun,2021-09-15,2021-10-04,Frankfurt,LH869,00:25,Departure,Plan,0,0
Eurowings,Á áætlun,2021-09-15,2021-10-04,Köln,EW881,01:00,Departure,Plan,0,0
Czech Airlines,Á áætlun,2021-09-15,2021-10-04,Prag,OK461,01:30,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-10-04,París CDG,OG400,06:00,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-10-04,Berlin Brandenburg,OG700,06:00,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-10-04,London Stansted,OG800,06:30,Departure,Plan,0,0
Neos,Á áætlun,2021-09-15,2021-10-04,Alicante,NO1902,06:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Zurich,FI568,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Munchen,FI532,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Genf,FI564,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Frankfurt,FI520,07:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Helsinki,FI342,07:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Dublin,FI416,07:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Glasgow,FI430,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Dusseldorf,FI578,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Stokkhólmur,FI306,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,París CDG,FI542,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,London Heathrow,FI450,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Amsterdam,FI500,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Berlin Brandenburg,FI528,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Brussel,FI554,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,London Gatwick,FI470,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Kaupmannahöfn,FI204,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Amsterdam,FI506,07:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Osló,FI318,07:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Hamborg,FI510,07:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Kaupmannahöfn,FI206,08:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Manchester,FI440,08:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Alicante,FI1582,08:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Bergen,FI334,08:55,Departure,Plan,0,0
EasyJet,Á áætlun,2021-09-15,2021-10-04,London Luton,EZY2296,09:10,Departure,Plan,0,0
Delta,Á áætlun,2021-09-15,2021-10-04,Minneapolis St Paul,DL261,09:30,Departure,Plan,0,0
JET2.Com,Á áætlun,2021-09-15,2021-10-04,Newcastle,LS4084,10:15,Departure,Plan,0,0
JET2.Com,Á áætlun,2021-09-15,2021-10-04,Belfast,LS4094,10:15,Departure,Plan,0,0
United Airlines,Á áætlun,2021-09-15,2021-10-04,Chicago,UA913,10:30,Departure,Plan,0,0
SAS,Á áætlun,2021-09-15,2021-10-04,Kaupmannahöfn,SK596,10:30,Departure,Plan,0,0
JET2.Com,Á áætlun,2021-09-15,2021-10-04,Birmingham,LS4090,10:45,Departure,Plan,0,0
JET2.Com,Á áætlun,2021-09-15,2021-10-04,Manchester,LS4088,11:15,Departure,Plan,0,0
Delta,Á áætlun,2021-09-15,2021-10-04,New York JFK,DL247,11:15,Departure,Plan,0,0
SAS,Á áætlun,2021-09-15,2021-10-04,Osló,SK4788,11:15,Departure,Plan,0,0
United Airlines,Á áætlun,2021-09-15,2021-10-04,New York Newark,UA967,11:20,Departure,Plan,0,0
Atlantic Airways,Á áætlun,2021-09-15,2021-10-04,Vagar,RC402,11:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Split,FI1598,13:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Kaupmannahöfn,FI212,14:00,Departure,Plan,0,0
Air Baltic,Á áætlun,2021-09-15,2021-10-04,Riga,BT170,15:10,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-10-04,Kaupmannahöfn,OG904,15:15,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-10-04,Barcelona,OG614,15:15,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Mílanó,FI592,15:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,París CDG,FI540,16:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,London Heathrow,FI454,16:10,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Kaupmannahöfn,FI216,16:10,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Billund,FI274,16:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Minneapolis St Paul,FI657,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Chicago,FI853,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Washington Dulles,FI645,16:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Portland,FI665,16:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Chicago,FI837,16:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Denver,FI671,16:55,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,New York JFK,FI615,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,New York Newark,FI623,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Toronto,FI603,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Seattle,FI681,17:05,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Boston,FI631,17:15,Departure,Plan,0,0
Neos,Á áætlun,2021-09-15,2021-10-04,Ljubljana,NO1922,17:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Vancouver,FI697,17:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-04,Orlando,FI689,17:25,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-04,Napoli Capodichino,W68434,18:10,Departure,Plan,0,0
Transavia,Á áætlun,2021-09-15,2021-10-04,Amsterdam,HV6888,18:20,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-04,Wroclaw,W61898,18:50,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-04,Rome Fiumicino,W68266,19:20,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-04,Katowice,W61168,20:45,Departure,Plan,0,0
Vueling,Á áætlun,2021-09-15,2021-10-04,Barcelona,VY8561,21:55,Departure,Plan,0,0
Lufthansa,Á áætlun,2021-09-15,2021-10-05,Frankfurt,LH869,00:25,Departure,Plan,0,0
Czech Airlines,Á áætlun,2021-09-15,2021-10-05,Prag,OK461,01:30,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-10-05,Berlin Brandenburg,OG700,05:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Genf,FI564,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Munchen,FI532,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Zurich,FI568,07:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Frankfurt,FI520,07:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Dublin,FI416,07:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Helsinki,FI342,07:30,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Glasgow,FI430,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Stokkhólmur,FI306,07:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Brussel,FI554,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,London Heathrow,FI450,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,París CDG,FI542,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Amsterdam,FI500,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Berlin Brandenburg,FI528,07:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,London Gatwick,FI470,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Kaupmannahöfn,FI204,07:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Osló,FI318,07:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Amsterdam,FI506,07:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Hamborg,FI510,07:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,París CDG,FI544,07:50,Departure,Plan,0,0
Neos,Á áætlun,2021-09-15,2021-10-05,Palermo,NO2958,08:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Kaupmannahöfn,FI206,08:20,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Lanzarote,FI1510,08:40,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Chania,FI1586,09:00,Departure,Plan,0,0
Delta,Á áætlun,2021-09-15,2021-10-05,Minneapolis St Paul,DL261,09:30,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-10-05,Alicante,OG600,10:00,Departure,Plan,0,0
Play,Á áætlun,2021-09-15,2021-10-05,Tenerife South,OG620,10:10,Departure,Plan,0,0
SAS,Á áætlun,2021-09-15,2021-10-05,Kaupmannahöfn,SK596,10:30,Departure,Plan,0,0
British Airways,Á áætlun,2021-09-15,2021-10-05,London Heathrow,BA801,10:45,Departure,Plan,0,0
Delta,Á áætlun,2021-09-15,2021-10-05,New York JFK,DL247,11:15,Departure,Plan,0,0
United Airlines,Á áætlun,2021-09-15,2021-10-05,New York Newark,UA967,11:20,Departure,Plan,0,0
SAS,Á áætlun,2021-09-15,2021-10-05,Osló,SK4788,11:40,Departure,Plan,0,0
Vueling,Á áætlun,2021-09-15,2021-10-05,Barcelona,VY2008,12:20,Departure,Plan,0,0
Lufthansa,Á áætlun,2021-09-15,2021-10-05,Frankfurt,LH857,13:35,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Kaupmannahöfn,FI212,14:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Madríd,FI594,14:00,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-05,Dortmund,W64714,15:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Kaupmannahöfn,FI216,16:10,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,London Heathrow,FI454,16:10,Departure,Plan,0,0
Wizz Air,Á áætlun,2021-09-15,2021-10-05,Búdapest,W62428,16:25,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Minneapolis St Paul,FI657,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Chicago,FI853,16:45,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Portland,FI665,16:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Chicago,FI837,16:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Washington Dulles,FI645,16:50,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Denver,FI671,16:55,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,New York JFK,FI615,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Minneapolis St Paul,FI659,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,New York Newark,FI623,17:00,Departure,Plan,0,0
Icelandair,Á áætlun,2021-09-15,2021-10-05,Toronto,FI603,17:05,Departure,Plan,0,0
